0	4	0.97	0
0.05	5	1.18	0.01
0.1	5	1.48	0.03
0.15	5	2.2	0.06
0.2	5	2.74	0.09
0.25	5	2.4	0.13
0.3	5	1.81	0.16
0.35	5	1.4	0.18
0.4	5	1.05	0.2
0.45	5	0.61	0.21
0.5	5	0.53	0.22
0.55	5	1.61	0.23
0.6	5	2.62	0.26
0.65	5	2.19	0.29
0.7	5	1.55	0.32
0.75	5	1.69	0.34
0.8	5	1.91	0.37
0.85	5	1.76	0.39
0.9	5	1.49	0.42
0.95	5	1.14	0.43
1	5	0.88	0.45
1.05	5	0.95	0.46
1.1	5	1.07	0.48
1.15	5	0.97	0.49
1.2	5	0.8	0.5
1.25	5	0.63	0.51
1.3	5	0.51	0.52
1.35	5	0.57	0.53
1.4	5	0.7	0.54
1.45	5	0.84	0.55
1.5	5	0.97	0.56
1.55	5	0.97	0.57
1.6	5	1	0.59
1.65	5	1.34	0.6
1.7	5	1.57	0.62
1.75	5	1.27	0.64
1.8	5	0.84	0.66
1.85	5	0.57	0.67
1.9	5	0.38	0.67
1.95	5	0.3	0.67
2	5	0.27	0.67
2.05	5	0.24	0.67
2.1	5	0.22	0.67
2.15	5	0.21	0.67
2.2	5	0.19	0.67
2.25	5	0.15	0.67
2.3	5	0.12	0.67
2.35	5	0.15	0.67
2.4	5	0.18	0.67
2.45	5	0.17	0.67
2.5	5	0.14	0.67
2.55	5	0.07	0.67
2.6	5	0	0.67
2.65	5	0	0.67
2.7	5	0	0.67
2.75	5	0	0.67
2.8	5	0	0.67
2.85	5	0.07	0.67
2.9	4	1.51	2.14
2.95	4	2.62	2.17
3	4	3.93	2.21
3.05	4	4.72	2.27
3.1	4	3.65	2.33
3.15	4	2.47	2.37
3.2	4	2.78	2.41
3.25	4	3.7	2.45
3.3	4	5.25	2.52
3.35	4	6.4	2.6
3.4	4	5.61	2.68
3.45	4	4.48	2.75
3.5	4	4.33	2.81
3.55	4	4.43	2.87
3.6	4	4.42	2.93
3.65	4	4.51	3
3.7	4	4.52	3.06
3.75	4	5.33	3.13
3.8	4	8.78	3.23
3.85	4	11.8	3.37
3.9	4	11.1	3.53
3.95	4	9.08	3.67
4	4	6.77	3.78
4.05	4	4.89	3.86
4.1	4	5.07	3.93
4.15	4	5.49	4
4.2	4	4.4	4.07
4.25	4	3.14	4.12
4.3	4	2.63	4.16
4.35	4	2.37	4.2
4.4	4	2.18	4.23
4.45	4	2	4.26
4.5	4	1.56	4.28
4.55	4	1.32	4.3
4.6	4	1.91	4.32
4.65	4	2.65	4.36
4.7	4	3.1	4.4
4.75	4	3.28	4.44
4.8	4	2.88	4.48
4.85	4	2.47	4.52
4.9	4	2.78	4.56
4.95	4	3.1	4.6
5	4	2.6	4.64
5.05	4	2.38	4.67
5.1	4	3.85	4.71
5.15	4	5.26	4.78
5.2	4	4.55	4.85
5.25	4	4.03	4.91
5.3	4	6.39	4.98
5.35	4	8.46	5.08
5.4	4	7.13	5.19
5.45	4	4.96	5.27
5.5	4	3.65	5.33
5.55	4	2.64	5.38
5.6	4	1.98	5.41
5.65	4	1.57	5.43
5.7	4	1.3	5.45
5.75	4	1.2	5.47
5.8	3	1.29	5.49
5.85	3	1.44	5.51
5.9	3	1.56	5.53
5.95	3	1.67	5.55
6	3	1.81	5.57
6.05	3	1.86	5.6
6.1	3	1.66	5.62
6.15	3	1.41	5.65
6.2	3	1.24	5.66
6.25	3	1.22	5.68
6.3	3	1.6	5.7
6.35	3	1.99	5.73
6.4	3	2.11	5.75
6.45	3	1.99	5.78
6.5	3	1.44	5.81
6.55	3	0.86	5.82
6.6	3	0.66	5.83
6.65	3	0.66	5.84
6.7	3	0.97	5.85
6.75	3	1.24	5.87
6.8	5	1.04	5.89
6.85	5	0.74	5.9
6.9	5	0.65	5.91
6.95	5	0.59	5.92
7	5	0.42	5.92
7.05	5	0.25	5.92
7.1	5	0.15	5.92
7.15	5	0.12	5.92
7.2	5	0.28	5.92
7.25	5	0.44	5.92
7.3	5	0.47	5.92
7.35	5	0.44	5.92
7.4	5	0.39	5.92
7.45	5	0.35	5.92
7.5	5	0.37	5.92
7.55	5	0.41	5.92
7.6	5	0.45	5.92
7.65	5	0.49	5.92
7.7	5	0.57	5.92
7.75	5	0.61	5.93
7.8	6	0.53	5.94
7.85	6	0.4	5.94
7.9	4	1.02	6.17
7.95	4	0.92	6.19
8	4	0.74	6.2
8.05	4	0.68	6.21
8.1	4	0.68	6.22
8.15	4	0.79	6.23
8.2	4	0.93	6.24
8.25	4	0.99	6.25
8.3	4	1.03	6.27
8.35	4	1.15	6.28
8.4	4	1.18	6.3
8.45	4	0.91	6.31
8.5	4	0.58	6.32
8.55	4	0.39	6.32
8.6	4	0.3	6.32
8.65	4	0.43	6.32
8.7	4	0.58	6.32
8.75	4	0.53	6.33
8.8	4	0.42	6.33
8.85	3	0.31	6.33
8.9	3	0.21	6.33
8.95	3	0.17	6.33
9	3	0.15	6.33
9.05	3	0.12	6.33
9.1	3	0.12	6.33
9.15	3	0.19	6.33
9.2	3	0.27	6.33
9.25	3	0.3	6.33
9.3	3	0.31	6.33
9.35	3	0.3	6.33
9.4	3	0.28	6.33
9.45	3	0.3	6.33
9.5	3	0.35	6.33
9.55	4	0.88	6.38
9.6	4	1.3	6.4
9.65	4	1.01	6.41
9.7	4	0.68	6.42
9.75	4	0.92	6.43
9.8	4	1.3	6.45
9.85	4	1.57	6.47
9.9	4	1.71	6.49
9.95	4	1.57	6.52
10	4	1.31	6.54
10.05	4	0.99	6.55
10.1	4	0.69	6.56
10.15	4	0.53	6.57
10.2	4	0.45	6.57
10.25	4	0.47	6.57
10.3	4	0.51	6.57
10.35	3	0.48	6.57
10.4	3	0.44	6.57
10.45	3	0.4	6.57
10.5	3	0.42	6.57
10.55	3	0.56	6.57
10.6	3	0.77	6.58
10.65	3	1.07	6.6
10.7	3	1.26	6.61
10.75	3	1.04	6.63
10.8	3	0.73	6.64
10.85	3	0.56	6.65
10.9	3	0.45	6.65
10.95	3	0.33	6.65
11	3	0.27	6.65
11.05	3	0.32	6.65
11.1	3	0.42	6.65
11.15	3	0.54	6.65
11.2	3	0.61	6.66
11.25	3	0.46	6.66
11.3	3	0.3	6.66
11.35	4	0.37	6.66
11.4	4	0.47	6.66
11.45	4	0.4	6.66
11.5	4	0.32	6.66
11.55	4	0.32	6.66
11.6	4	0.36	6.66
11.65	4	0.48	6.66
11.7	4	0.56	6.66
11.75	4	0.43	6.66
11.8	4	0.39	6.66
11.85	4	0.88	6.67
11.9	4	1.36	6.68
11.95	4	1.14	6.7
12	4	1.1	6.72
12.05	4	2.42	6.74
12.1	4	3.59	6.78
12.15	4	2.85	6.83
12.2	4	2.04	6.86
12.25	4	3.06	6.9
12.3	4	4.03	6.94
12.35	4	3.28	7
12.4	4	2.15	7.03
12.45	4	1.37	7.06
12.5	4	1.12	7.07
12.55	4	2.32	7.1
12.6	4	3.45	7.14
12.65	4	2.83	7.18
12.7	4	1.85	7.22
12.75	4	1.38	7.24
12.8	4	1.23	7.26
12.85	4	1.73	7.28
12.9	4	2.19	7.3
12.95	4	1.79	7.33
13	4	1.2	7.35
13.05	4	0.82	7.37
13.1	4	0.62	7.38
13.15	4	0.79	7.39
13.2	4	1.06	7.4
13.25	4	1.25	7.41
13.3	4	1.29	7.43
13.35	5	0.94	7.45
13.4	5	0.56	7.46
13.45	5	0.56	7.47
13.5	5	0.62	7.47
13.55	5	0.49	7.47
13.6	5	0.36	7.47
13.65	5	0.34	7.47
13.7	5	0.35	7.47
13.75	5	0.29	7.47
13.8	5	0.26	7.47
13.85	5	0.36	7.47
13.9	5	0.45	7.47
13.95	5	0.34	7.47
14	5	0.25	7.47
14.05	5	0.49	7.47
14.1	5	0.72	7.48
14.15	5	0.65	7.49
14.2	5	0.51	7.5
14.25	5	0.44	7.5
14.3	5	0.38	7.5
14.35	5	0.31	7.5
14.4	5	0.26	7.5
14.45	5	0.24	7.5
14.5	5	0.82	7.6
14.55	5	1.21	7.61
14.6	5	1.73	7.63
14.65	5	2.39	7.66
14.7	5	2.95	7.7
14.75	3	3.16	7.74
14.8	3	3.12	7.79
14.85	3	2.76	7.83
14.9	3	2.36	7.86
14.95	3	2.32	7.9
15	3	2.27	7.93
15.05	3	1.87	7.96
15.1	3	1.46	7.98
15.15	3	1.33	8
15.2	3	1.31	8.02
15.25	3	1.34	8.04
15.3	3	1.35	8.05
15.35	3	1.22	8.07
15.4	3	1.12	8.09
15.45	3	1.32	8.1
15.5	3	1.49	8.12
15.55	3	1.3	8.14
15.6	3	1.1	8.16
15.65	3	1.26	8.18
15.7	3	1.4	8.2
15.75	4	1.1	8.21
15.8	4	0.79	8.23
15.85	4	0.86	8.24
15.9	4	0.96	8.25
15.95	4	0.79	8.26
16	4	0.62	8.27
16.05	4	0.72	8.28
16.1	4	0.83	8.29
16.15	4	0.67	8.3
16.2	4	0.5	8.3
16.25	4	0.56	8.31
16.3	4	0.65	8.31
16.35	4	0.44	8.31
16.4	4	0.6	8.32
16.45	4	1.65	8.33
16.5	4	3.71	8.37
16.55	4	8.32	8.45
16.6	4	11.82	8.59
16.65	4	9.46	8.74
16.7	4	6.09	8.85
16.75	0	0	8.85
16.8	0	0	8.85
16.85	0	0	8.85
16.9	0	0	8.85
16.95	0	0	8.85
17	0	0	8.85
17.05	0	0	8.85
17.1	0	0	8.85
17.15	0	0	8.85
17.2	0	0	8.85
17.25	0	0	8.85
17.3	0	0	8.85
17.35	0	0	8.85
17.4	0	0	8.85
17.45	0	0	8.85
17.5	0	0	8.85
17.55	0	0	8.85
17.6	0	0	8.85
17.65	0	0	8.85
17.7	0	0	8.85
17.75	0	0	8.85
17.8	0	0	8.85
17.85	4	1.64	9.36
17.9	4	1.86	9.39
17.95	4	1.54	9.41
18	4	1.14	9.43
18.05	4	0.97	9.44
18.1	4	0.87	9.46
18.15	4	0.73	9.47
18.2	4	0.66	9.48
18.25	4	0.84	9.49
18.3	4	1.01	9.5
18.35	4	0.91	9.51
18.4	4	0.77	9.53
18.45	4	0.81	9.54
18.5	4	0.83	9.55
18.55	4	0.63	9.56
18.6	4	0.44	9.56
18.65	4	0.49	9.56
18.7	4	0.6	9.56
18.75	4	0.69	9.57
18.8	4	0.72	9.58
18.85	4	0.57	9.59
18.9	4	0.44	9.59
18.95	4	0.62	9.59
19	4	0.77	9.6
19.05	4	0.58	9.61
19.1	4	0.34	9.61
19.15	4	0.25	9.61
19.2	4	0.25	9.61
19.25	4	0.44	9.61
19.3	4	0.62	9.62
19.35	4	0.59	9.62
19.4	4	0.5	9.62
19.45	4	0.44	9.62
19.5	4	0.38	9.62
19.55	5	0.34	9.62
19.6	4	0.24	9.62
19.65	4	0.37	9.62
19.7	4	0.57	9.66
19.75	4	0.53	9.67
19.8	4	0.57	9.67
19.85	4	0.6	9.68
19.9	4	0.47	9.68
19.95	4	0.36	9.68
20	4	0.45	9.68
20.05	4	0.56	9.68
20.1	4	0.56	9.69
20.15	4	0.5	9.69
20.2	4	0.4	9.69
20.25	4	0.31	9.69
20.3	4	0.28	9.69
20.35	4	0.29	9.69
20.4	4	0.37	9.69
20.45	4	0.46	9.69
20.5	4	0.5	9.69
20.55	4	0.5	9.69
20.6	4	0.31	9.69
20.65	4	0.3	9.69
20.7	4	1.06	9.7
20.75	4	1.78	9.72
20.8	4	1.6	9.74
20.85	4	1.36	9.76
20.9	4	1.92	9.78
20.95	4	2.44	9.81
21	4	2.22	9.85
21.05	4	1.76	9.87
21.1	4	1.3	9.9
21.15	4	0.9	9.91
21.2	4	0.74	9.92
21.25	4	0.73	9.93
21.3	4	0.85	9.94
21.35	4	1.07	9.96
21.4	4	1.09	9.97
21.45	4	1.67	9.99
21.5	4	4.19	10.03
21.55	4	6.46	10.11
21.6	4	6.29	10.19
21.65	4	5.19	10.27
21.7	4	3.76	10.34
21.75	4	2.56	10.38
21.8	4	2.68	10.42
21.85	4	3.21	10.46
21.9	4	3.49	10.5
21.95	4	3.92	10.55
22	4	5.12	10.62
22.05	4	5.84	10.69
22.1	4	4.53	10.77
22.15	4	2.79	10.82
22.2	4	1.86	10.85
22.25	4	1.3	10.87
22.3	4	1.15	10.89
22.35	4	1.15	10.9
22.4	5	0.82	10.92
22.45	5	0.81	10.93
22.5	5	1.82	10.95
22.55	5	3.24	10.98
22.6	5	4.91	11.04
22.65	5	6.24	11.12
22.7	5	6.37	11.2
22.75	5	6.04	11.29
22.8	5	5.72	11.37
22.85	5	5.37	11.45
22.9	5	5.13	11.52
22.95	5	4.84	11.59
23	5	4.32	11.65
23.05	5	3.7	11.71
23.1	5	3.11	11.76
23.15	5	2.47	11.8
23.2	5	1.71	11.83
23.25	5	1.05	11.84
23.3	5	0.74	11.86
23.35	5	0.62	11.87
23.4	3	0.66	11.88
23.45	3	0.78	11.89
23.5	3	0.87	11.9
23.55	3	1.09	11.91
23.6	3	1.76	11.93
23.65	3	2.25	11.96
23.7	3	1.76	11.99
23.75	3	1.17	12.01
23.8	3	1.38	12.02
23.85	3	1.64	12.04
23.9	3	1.37	12.07
23.95	3	1	12.08
24	3	0.78	12.09
24.05	3	0.71	12.1
24.1	3	0.93	12.12
24.15	3	1.31	12.13
24.2	3	1.87	12.15
24.25	3	2.31	12.18
24.3	3	2.27	12.21
24.35	3	2.01	12.24
24.4	3	1.64	12.27
24.45	3	1.31	12.29
24.5	3	1.33	12.31
24.55	3	1.43	12.33
24.6	3	1.42	12.35
24.65	3	1.42	12.37
24.7	3	1.56	12.39
24.75	3	1.62	12.41
24.8	3	1.31	12.43
24.85	3	1.02	12.45
24.9	3	1.15	12.46
24.95	3	1.38	12.48
25	3	1.52	12.5
25.05	3	1.54	12.52
25.1	3	1.26	12.54
25.15	3	0.92	12.56
25.2	3	0.75	12.57
25.25	3	0.67	12.58
25.3	3	0.69	12.59
25.35	3	0.75	12.6
25.4	3	0.85	12.61
25.45	3	0.92	12.62
25.5	3	0.8	12.63
25.55	3	0.69	12.64
25.6	3	0.79	12.65
25.65	3	0.9	12.66
25.7	3	0.79	12.68
25.75	3	0.65	12.69
25.8	3	0.6	12.69
25.85	3	0.58	12.7
25.9	3	0.48	12.7
25.95	3	0.48	12.7
26	3	0.82	12.71
26.05	3	1.21	12.72
26.1	3	1.36	12.74
26.15	3	1.48	12.76
26.2	3	1.72	12.78
26.25	3	2.01	12.81
26.3	3	2.43	12.84
26.35	3	2.77	12.87
26.4	4	2.79	12.91
26.45	4	2.68	12.95
26.5	4	2.46	12.99
26.55	4	2.4	13.02
26.6	4	3.11	13.06
26.65	4	3.64	13.11
26.7	4	2.75	13.15
26.75	4	2.05	13.18
26.8	4	3.39	13.22
26.85	4	4.77	13.28
26.9	4	4.2	13.34
26.95	4	3.47	13.39
27	4	4.18	13.45
27.05	4	4.98	13.51
27.1	4	4.61	13.58
27.15	4	4.39	13.64
27.2	4	5.9	13.71
27.25	4	7.17	13.8
27.3	4	5.82	13.89
27.35	4	4.81	13.97
27.4	3	7.12	14.05
27.45	3	10.35	14.17
27.5	3	13.2	14.33
27.55	3	15.31	14.53
27.6	3	15.45	14.74
27.65	3	14.86	14.96
27.7	3	14.49	15.16
27.75	3	13.91	15.36
27.8	3	12.7	15.54
27.85	3	11.83	15.71
27.9	3	12.61	15.88
27.95	3	13.57	16.06
28	3	13.44	16.25
28.05	3	12.94	16.43
28.1	3	12.33	16.61
28.15	3	11.81	16.78
28.2	3	11.77	16.94
28.25	3	11.87	17.1
28.3	3	11.68	17.27
28.35	3	11.86	17.43
28.4	4	13.25	17.61
28.45	4	14.85	17.8
28.5	4	15.75	18.01
28.55	4	16.45	18.24
28.6	4	17.21	18.47
28.65	4	17.81	18.71
28.7	4	18.02	18.96
28.75	4	18.15	19.21
28.8	4	18.25	19.47
28.85	4	18.81	19.72
28.9	4	20.91	20
28.95	4	22.87	20.3
29	4	22.71	20.62
29.05	4	22.5	20.93
29.1	4	24.45	21.26
29.15	4	26.23	21.61
29.2	4	25.71	21.97
29.25	4	24.44	22.32
29.3	4	23.32	22.65
29.35	4	22.14	22.97
29.4	4	20.85	23.27
29.45	4	19.89	23.55
29.5	4	19.8	23.83
29.55	4	20.28	24.1
29.6	4	21.46	24.39
29.65	4	22.62	24.7
29.7	4	22.81	25.02
29.75	4	22.8	25.33
29.8	4	23.1	25.65
29.85	4	23.43	25.97
29.9	4	23.73	26.3
29.95	4	23.77	26.63
30	4	22.96	26.96
30.05	4	22.39	27.27
30.1	4	23.45	27.59
30.15	4	24.71	27.92
30.2	4	25.07	28.27
30.25	4	25.03	28.62
30.3	4	24.48	28.96
30.35	4	24.04	29.3
30.4	4	24.46	29.64
30.45	4	25.16	29.98
30.5	4	25.82	30.33
30.55	4	26.33	30.7
30.6	4	26.3	31.06
30.65	4	26.29	31.43
30.7	4	26.93	31.8
30.75	4	27.65	32.18
30.8	4	28.02	32.56
30.85	4	28.2	32.95
30.9	4	28.14	33.34
30.95	4	28.07	33.73
31	4	28.35	34.13
31.05	4	28.57	34.52
31.1	4	28.27	34.92
31.15	4	27.95	35.31
31.2	4	28.01	35.69
31.25	4	28.29	36.09
31.3	4	28.8	36.48
31.35	4	29.46	36.89
31.4	4	30.23	37.3
31.45	4	30.87	37.73
31.5	4	30.98	38.16
31.55	4	30.88	38.58
31.6	4	30.64	39.01
31.65	4	30.57	39.44
31.7	4	31.27	39.87
31.75	4	31.89	40.31
31.8	4	31.47	40.75
31.85	4	30.97	41.18
31.9	4	31.26	41.61
31.95	4	31.63	42.05
32	4	31.49	42.49
32.05	4	31.35	42.92
32.1	4	31.68	43.36
32.15	4	32.04	43.8
32.2	4	32.08	44.25
32.25	4	32.01	44.69
32.3	4	31.92	45.14
32.35	4	31.88	45.58
32.4	5	32.04	46.02
32.45	5	32.21	46.47
32.5	5	32.2	46.92
32.55	5	32.15	47.36
32.6	5	32.15	47.81
32.65	5	32.18	48.26
