# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2025-09-10 09:53:11.514
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.601844,-0.1520,-0.1069,-0.0923,0.21
0.611269,-0.1052,-0.1373,0.0590,0.18
0.625021,-0.0570,-0.1589,0.0854,0.19
0.634701,-0.0253,-0.1472,-0.0374,0.15
0.640497,0.0353,-0.0977,-0.1289,0.17
0.656406,0.0992,-0.0292,-0.2658,0.29
0.666425,0.1187,-0.0361,-0.3210,0.34
0.673468,0.1230,-0.0348,-0.2642,0.29
0.681246,0.1532,-0.0187,-0.1671,0.23
0.690506,0.1254,-0.0557,-0.0529,0.15
0.705330,0.0165,-0.1098,0.0233,0.11
0.717662,-0.0193,-0.1200,0.0022,0.12
0.723652,-0.0478,-0.1000,-0.0424,0.12
0.731947,-0.0488,-0.1041,-0.0916,0.15
0.740730,-0.0203,-0.1156,-0.1048,0.16
0.753143,0.0487,-0.0857,-0.1793,0.20
0.768392,0.0961,-0.0680,-0.2023,0.23
0.776930,0.1231,-0.0797,-0.2825,0.32
0.790824,0.1311,-0.0708,-0.2797,0.32
0.793018,0.1322,-0.0546,-0.2866,0.32
0.800947,0.0930,-0.0406,-0.2624,0.28
0.817095,-0.0224,-0.0909,-0.2218,0.24
0.828487,-0.0898,-0.0878,-0.1744,0.21
0.835864,-0.0956,-0.0771,-0.1463,0.19
0.841046,-0.0697,-0.0856,-0.0607,0.13
0.858404,-0.0452,-0.0607,-0.0254,0.08
0.867121,0.0171,-0.0419,-0.0204,0.05
0.871882,0.0752,-0.0599,-0.0317,0.10
0.880671,0.0763,-0.0468,-0.0788,0.12
0.897091,0.0541,-0.0652,-0.1569,0.18
0.908029,0.0464,-0.1044,-0.1372,0.18
0.915170,0.0401,-0.1342,-0.0791,0.16
0.923887,0.0378,-0.1120,-0.0158,0.12
0.931366,0.0488,-0.1194,-0.0167,0.13
0.944406,-0.0557,-0.1105,-0.1627,0.20
0.958075,-0.0576,-0.0816,-0.2126,0.23
0.966152,-0.0196,-0.0647,-0.2743,0.28
0.975939,0.0188,-0.1024,-0.4077,0.42
0.984403,0.0038,-0.0567,-0.5212,0.52
0.992278,-0.0060,-0.0116,-0.5952,0.60
1.000559,-0.0287,0.0626,-0.6109,0.61
1.016113,0.0111,0.0167,-0.3475,0.35
1.024362,0.0351,-0.0523,-0.2395,0.25
1.032643,0.0322,-0.1067,-0.1246,0.17
1.040785,0.0735,-0.1279,0.0050,0.15
1.058046,0.0781,-0.1306,0.1968,0.25
1.068712,0.0800,-0.1433,0.2471,0.30
1.072662,0.0720,-0.1215,0.2503,0.29
1.081660,0.0679,-0.1030,0.2565,0.28
1.090818,0.0219,-0.1044,0.2368,0.26
1.105596,-0.0945,-0.1544,0.2102,0.28
1.118184,-0.0801,-0.1501,0.1339,0.22
1.125297,-0.0237,-0.1247,0.0602,0.14
1.132610,0.0144,-0.0928,-0.0180,0.10
1.141393,0.0476,-0.0949,-0.0767,0.13
1.153280,0.0547,-0.0752,-0.1101,0.14
1.168896,0.0299,-0.0609,-0.1111,0.13
1.176546,0.0158,-0.0562,-0.1608,0.17
1.185439,0.0362,-0.0508,-0.1885,0.20
1.194608,0.0257,-0.0470,-0.2023,0.21
1.201967,0.0018,-0.0641,-0.1781,0.19
1.218362,-0.0423,-0.0908,-0.1133,0.15
1.225673,-0.0250,-0.0938,-0.1129,0.15
1.237512,-0.0045,-0.0568,-0.1242,0.14
1.244160,-0.0286,-0.0679,-0.1592,0.18
1.250967,-0.0016,-0.0676,-0.1843,0.20
1.265180,0.0649,-0.0661,-0.2471,0.26
1.275481,0.0566,-0.0411,-0.2798,0.29
1.282181,0.0148,-0.0517,-0.3152,0.32
1.294886,-0.0391,-0.0732,-0.3560,0.37
1.304890,-0.1262,-0.1144,-0.3802,0.42
1.314726,-0.1217,-0.0787,-0.2991,0.33
1.321755,-0.0855,-0.0315,-0.2168,0.24
1.337013,-0.0002,-0.0147,-0.0328,0.04
1.348172,0.0845,-0.0228,0.0387,0.10
1.358128,0.1295,-0.0339,0.1153,0.18
1.364351,0.1545,-0.0439,0.2095,0.26
1.372159,0.1342,-0.1092,0.2620,0.31
1.381231,0.0543,-0.1510,0.2972,0.34
1.392116,-0.0108,-0.1245,0.2089,0.24
1.405204,-0.0298,-0.1170,0.0727,0.14
1.411788,-0.0298,-0.1031,-0.0344,0.11
1.424964,-0.0142,-0.1010,-0.2201,0.24
1.434036,-0.0001,-0.0572,-0.2345,0.24
1.441978,-0.0068,-0.0130,-0.2658,0.27
1.457311,-0.0225,-0.0730,-0.2964,0.31
1.466795,0.0130,-0.0646,-0.2861,0.29
1.476389,0.0466,-0.0671,-0.2597,0.27
1.483604,0.0507,-0.0665,-0.2026,0.22
1.491007,0.0212,-0.0513,-0.1216,0.13
1.505022,0.0094,-0.0434,-0.0311,0.05
1.518721,-0.0041,-0.0636,-0.0208,0.07
1.525600,-0.0402,-0.1614,-0.0627,0.18
1.530629,0.0052,-0.1405,-0.0585,0.15
1.541419,0.0171,-0.1084,-0.0778,0.13
1.552754,-0.0182,-0.1138,-0.2239,0.25
1.568714,0.0301,-0.0840,-0.3357,0.35
1.576937,0.0472,-0.0489,-0.4459,0.45
1.584708,0.0002,-0.0337,-0.3702,0.37
1.593629,-0.0382,-0.0365,-0.1612,0.17
1.602487,-0.0488,-0.0323,0.0384,0.07
1.617353,-0.0701,-0.0915,0.2013,0.23
1.625098,-0.0672,-0.0990,0.1967,0.23
1.633114,-0.0773,-0.0894,0.1503,0.19
1.641290,-0.0670,-0.0569,0.0661,0.11
1.657778,-0.0144,-0.0213,-0.1521,0.15
1.670091,0.0549,0.0001,-0.2081,0.22
1.677904,0.1020,-0.0163,-0.2332,0.26
1.683279,0.0957,-0.0419,-0.2633,0.28
1.697505,0.0953,-0.0590,-0.2760,0.30
1.708456,0.1261,-0.0364,-0.2274,0.26
1.717545,0.1159,-0.0403,-0.1881,0.22
1.724284,0.0485,-0.0544,-0.1892,0.20
1.732480,-0.0081,-0.0569,-0.1997,0.21
1.741461,-0.0395,-0.0954,-0.2340,0.26
1.753144,-0.0046,-0.1234,-0.2627,0.29
1.761012,0.0095,-0.0930,-0.2431,0.26
1.777247,0.0634,-0.0531,-0.0957,0.13
1.793827,0.0555,-0.0688,-0.0389,0.10
1.794070,0.0319,-0.0585,-0.0322,0.07
1.802181,0.0365,-0.0462,-0.0540,0.08
1.817055,0.0142,-0.0489,-0.1231,0.13
1.825034,-0.0006,-0.0591,-0.1467,0.16
1.834013,-0.0344,-0.0693,-0.1751,0.19
1.842603,-0.0443,-0.0723,-0.1340,0.16
1.857656,-0.0106,-0.0903,-0.0040,0.09
1.869811,-0.0188,-0.0942,0.0017,0.10
1.877412,-0.0298,-0.0797,-0.0376,0.09
1.885677,-0.0099,-0.0613,-0.0620,0.09
1.891547,0.0126,-0.0411,-0.1124,0.12
1.904517,0.0242,-0.0573,-0.2593,0.27
1.919691,0.0425,-0.0878,-0.3181,0.33
1.925322,0.0227,-0.0930,-0.3202,0.33
1.936957,0.0245,-0.0805,-0.2033,0.22
1.951883,0.0333,-0.0997,-0.1697,0.20
1.952464,0.0729,-0.1076,-0.1550,0.20
1.960739,0.1167,-0.0875,-0.1996,0.25
1.972346,0.1475,-0.1112,-0.2557,0.32
1.982790,0.1291,-0.1208,-0.3596,0.40
1.990501,0.1190,-0.1057,-0.4232,0.45
2.001911,0.1156,-0.0135,-0.4349,0.45
2.017716,0.0512,-0.0859,-0.0394,0.11
2.026219,0.0083,-0.0992,0.0792,0.13
2.036449,-0.0019,-0.1039,0.1720,0.20
2.041417,0.0153,-0.1002,0.2081,0.23
2.052338,0.0262,-0.1177,0.2310,0.26
2.064684,0.0223,-0.0775,0.0603,0.10
2.076244,0.0382,-0.0465,-0.0531,0.08
2.084518,0.0538,0.0135,-0.1212,0.13
2.090581,0.0329,0.0235,-0.2038,0.21
2.105091,-0.0088,-0.0349,-0.3062,0.31
2.119098,-0.0019,-0.0266,-0.2997,0.30
2.124657,-0.0259,-0.0143,-0.2175,0.22
2.130782,-0.0951,-0.0229,-0.1477,0.18
2.140785,-0.1686,-0.0649,-0.0732,0.19
2.153839,-0.1988,-0.0661,0.0117,0.21
2.166780,-0.1509,-0.0649,-0.0225,0.17
2.174324,-0.0953,-0.0770,-0.0632,0.14
2.182293,-0.0399,-0.1090,-0.1441,0.19
2.191460,-0.0038,-0.1029,-0.2033,0.23
2.201314,0.0226,-0.0611,-0.2385,0.25
2.214145,-0.0363,-0.0422,-0.2336,0.24
2.224296,-0.1314,-0.0578,-0.1409,0.20
2.233824,-0.1174,-0.0613,-0.0818,0.16
2.240815,-0.0951,-0.0699,-0.0417,0.13
2.258152,-0.0621,-0.1070,-0.0018,0.12
2.267310,-0.0470,-0.0827,-0.0068,0.10
2.275402,-0.0395,-0.0637,-0.0474,0.09
2.282896,-0.0210,-0.0546,-0.0855,0.10
2.291563,-0.0008,-0.0411,-0.1353,0.14
2.304969,0.0029,-0.0297,-0.1708,0.17
2.314316,0.0322,-0.0191,-0.1666,0.17
2.320923,0.0631,-0.0197,-0.1437,0.16
2.337249,0.0536,-0.0536,-0.1080,0.13
2.345960,0.0227,-0.1015,-0.0926,0.14
2.355539,-0.0122,-0.1067,-0.0579,0.12
2.364381,-0.0218,-0.1176,-0.0394,0.13
2.372108,-0.0134,-0.1264,-0.0231,0.13
2.384201,-0.0013,-0.1270,-0.0228,0.13
2.392910,-0.0159,-0.1260,-0.0842,0.15
2.400718,0.0001,-0.1014,-0.1358,0.17
2.417489,0.0172,-0.0798,-0.2566,0.27
2.424500,-0.0116,-0.0625,-0.2976,0.30
2.435627,-0.0280,-0.0531,-0.2870,0.29
2.440455,-0.0253,-0.0501,-0.2145,0.22
2.457299,-0.0325,-0.0513,-0.0745,0.10
2.467634,-0.0135,-0.0810,-0.0394,0.09
2.476123,-0.0040,-0.0999,-0.0180,0.10
2.483245,-0.0141,-0.1157,-0.0291,0.12
2.491402,-0.0124,-0.1471,-0.1017,0.18
2.505944,0.0079,-0.1196,-0.1723,0.21
2.518892,0.0023,-0.1156,-0.1848,0.22
2.525342,-0.0265,-0.0988,-0.2624,0.28
2.537348,0.0465,-0.0174,-0.2471,0.25
2.552728,0.0682,-0.0290,-0.1482,0.17
2.553410,0.0299,-0.0817,-0.1137,0.14
2.561556,0.0325,-0.0561,-0.0980,0.12
2.575669,0.0593,-0.0217,-0.0555,0.08
2.583859,0.0759,-0.0265,-0.0650,0.10
2.591930,0.0084,-0.0557,-0.1103,0.12
2.601840,-0.0678,-0.0763,-0.1860,0.21
2.617688,0.0489,-0.0296,-0.2466,0.25
2.626005,0.0419,-0.0301,-0.2214,0.23
2.632632,0.0990,-0.0370,-0.1655,0.20
2.641144,0.0775,-0.0578,-0.1243,0.16
2.657549,-0.0133,-0.0804,0.0229,0.08
2.668948,-0.0346,-0.0760,0.0433,0.09
2.676025,-0.0528,-0.0777,-0.0098,0.09
2.682979,-0.0565,-0.0971,-0.1078,0.16
2.697273,-0.0850,-0.0780,-0.3041,0.33
2.710340,-0.0948,-0.0785,-0.3771,0.40
2.713294,-0.0776,-0.0775,-0.3049,0.32
2.723897,-0.0314,-0.0707,-0.2069,0.22
2.733595,-0.0021,-0.0901,-0.1282,0.16
2.741700,-0.0183,-0.1169,-0.0566,0.13
2.754051,0.0018,-0.1201,0.0690,0.14
2.768409,-0.0071,-0.1013,0.1108,0.15
2.776520,-0.0136,-0.0901,0.1195,0.15
2.783123,-0.0102,-0.0798,0.0999,0.13
2.791727,0.0175,-0.0843,0.0757,0.11
2.800519,0.0905,-0.0870,0.0687,0.14
2.818163,0.0388,-0.0454,-0.0487,0.08
2.826714,-0.0031,-0.0435,-0.0676,0.08
2.837306,-0.0004,-0.0316,-0.0747,0.08
2.840376,-0.0197,-0.0485,-0.1081,0.12
2.858557,0.0600,-0.0736,-0.1481,0.18
2.868119,0.0566,-0.0577,-0.1668,0.19
2.876192,0.0533,-0.0321,-0.1544,0.17
2.883585,0.0162,-0.0329,-0.1682,0.17
2.892747,-0.0111,-0.0290,-0.2180,0.22
2.905053,0.0595,-0.0668,-0.1881,0.21
2.920421,0.0264,-0.0780,-0.1919,0.21
2.925479,-0.0080,-0.0944,-0.2170,0.24
2.930987,-0.0055,-0.1015,-0.2253,0.25
2.941398,0.0026,-0.1346,-0.2504,0.28
2.953010,-0.0636,-0.1326,-0.2919,0.33
2.967887,-0.0618,-0.1306,-0.2462,0.29
2.974949,-0.0408,-0.1233,-0.1984,0.24
2.982243,-0.0223,-0.1151,-0.1607,0.20
2.994792,-0.0080,-0.0767,-0.0631,0.10
3.001303,-0.0002,-0.0853,0.0020,0.09
3.018001,0.0051,-0.0572,0.0259,0.06
3.026653,0.0226,-0.0393,0.0036,0.05
3.035404,0.0624,-0.0129,-0.0108,0.06
3.042653,0.0669,-0.0261,-0.0532,0.09
3.057892,-0.0251,-0.0207,-0.2063,0.21
3.068200,-0.0215,-0.0179,-0.2842,0.29
3.076975,-0.0287,-0.0529,-0.3288,0.33
3.084580,-0.0152,-0.0487,-0.3691,0.37
3.096075,0.0050,-0.0285,-0.3602,0.36
3.101503,0.0463,-0.0285,-0.3280,0.33
3.113019,0.0572,-0.0480,-0.0366,0.08
3.124429,0.0288,-0.1013,0.0903,0.14
3.132657,0.0171,-0.1200,0.1748,0.21
3.141206,0.0083,-0.1172,0.1555,0.19
3.154506,0.0169,-0.1312,-0.0406,0.14
3.164732,0.0219,-0.1339,-0.1731,0.22
3.174080,0.0107,-0.1072,-0.2318,0.26
3.182767,-0.0241,-0.0626,-0.2648,0.27
3.191273,-0.0233,-0.0721,-0.2624,0.27
3.201303,-0.0384,-0.0917,-0.2516,0.27
3.217125,-0.0524,-0.0912,-0.0858,0.14
3.225811,-0.0919,-0.0907,-0.0549,0.14
3.233915,-0.0353,-0.1005,-0.0644,0.12
3.241631,-0.0336,-0.0819,-0.1215,0.15
3.257237,0.0236,-0.0274,-0.1546,0.16
3.264689,-0.0240,-0.0466,-0.1905,0.20
3.273721,-0.0520,-0.0677,-0.1836,0.20
3.282079,-0.0267,-0.0408,-0.1624,0.17
3.291229,0.0172,-0.0066,-0.1772,0.18
3.307337,0.0198,-0.0214,-0.1975,0.20
3.315003,0.0286,-0.0272,-0.1959,0.20
3.322101,0.0482,-0.0639,-0.1801,0.20
3.336856,0.0266,-0.0902,-0.0704,0.12
3.345618,0.0220,-0.1061,0.0019,0.11
3.354032,0.0185,-0.1027,0.1244,0.16
3.363540,0.0125,-0.1097,0.1947,0.22
3.373446,-0.0249,-0.1368,0.1914,0.24
3.381912,-0.0144,-0.1243,0.1384,0.19
3.393462,0.0252,-0.0939,0.0957,0.14
3.401521,0.0205,-0.0982,0.0633,0.12
3.417534,-0.0108,-0.1377,-0.0481,0.15
3.425537,-0.0179,-0.1127,-0.1225,0.17
3.434929,-0.0463,-0.0855,-0.1992,0.22
3.441037,-0.0800,-0.0938,-0.2403,0.27
3.458150,-0.0659,-0.0868,-0.2014,0.23
3.468656,-0.0305,-0.0336,-0.1572,0.16
3.475880,-0.0208,-0.0112,-0.1252,0.13
3.482371,-0.0221,-0.0178,-0.0882,0.09
3.498096,-0.0009,-0.0762,-0.1422,0.16
3.510243,0.0560,-0.0561,-0.2165,0.23
3.517139,0.0941,-0.0595,-0.2672,0.29
3.523306,0.0774,-0.0550,-0.3278,0.34
3.537404,0.0192,-0.0779,-0.4108,0.42
3.550615,0.0513,-0.0684,-0.3044,0.32
3.554751,0.1069,-0.0911,-0.1989,0.24
3.565087,0.1145,-0.0992,-0.0527,0.16
3.574147,0.0892,-0.1030,0.0578,0.15
3.581687,0.0383,-0.1106,0.1429,0.18
3.593972,-0.0911,-0.1192,0.1414,0.21
3.601869,-0.1191,-0.0667,0.0950,0.17
3.617735,-0.0621,-0.1086,-0.1922,0.23
3.626917,0.0054,-0.0769,-0.3142,0.32
3.637855,0.0655,-0.0344,-0.3770,0.38
3.644408,0.0779,0.0042,-0.3590,0.37
3.658802,-0.0317,-0.0107,-0.2486,0.25
3.669169,-0.0538,-0.0194,-0.1821,0.19
3.672993,-0.0475,-0.0256,-0.1181,0.13
3.682010,-0.0586,-0.0580,-0.1092,0.14
3.691608,-0.0540,-0.0643,-0.0905,0.12
3.706249,-0.0161,-0.0906,-0.0355,0.10
3.718580,-0.0181,-0.0892,-0.0468,0.10
3.723660,-0.0491,-0.0978,-0.0723,0.13
3.730627,-0.0416,-0.0897,-0.0762,0.12
3.740780,-0.0147,-0.0642,-0.1068,0.13
3.754508,-0.0256,-0.0673,-0.0776,0.11
3.762962,-0.0517,-0.1084,-0.0846,0.15
3.772718,-0.0540,-0.1352,-0.0772,0.16
3.785422,0.0629,-0.0846,-0.0160,0.11
3.802207,0.0670,-0.0747,-0.0196,0.10
3.802490,0.0398,-0.0800,-0.0777,0.12
3.819343,0.0865,-0.1064,-0.2553,0.29
3.834871,0.1209,-0.1241,-0.3179,0.36
3.835011,0.0985,-0.1505,-0.4050,0.44
3.841530,0.0697,-0.1614,-0.4497,0.48
3.858728,0.0346,-0.1248,-0.3352,0.36
3.869353,0.0434,-0.1163,-0.2642,0.29
3.877567,0.0647,-0.1076,-0.2244,0.26
3.881650,0.0880,-0.1137,-0.1700,0.22
3.892684,0.1438,-0.1347,-0.0746,0.21
3.906113,0.0558,-0.0364,-0.0747,0.10
3.917811,0.0244,-0.0413,-0.0842,0.10
3.924248,-0.0433,-0.0606,-0.1176,0.14
3.933660,-0.0701,-0.0292,-0.1202,0.14
3.945878,-0.0470,0.0101,-0.1375,0.15
3.959728,-0.0157,0.0016,-0.0999,0.10
3.966696,-0.0063,-0.0044,-0.0335,0.03
3.974865,-0.0068,-0.0014,-0.0219,0.02
3.986552,0.0446,-0.0350,-0.0578,0.08
3.999033,0.0583,-0.0358,-0.0932,0.12
4.008937,0.0508,-0.0464,-0.1285,0.15
4.015406,0.0170,-0.0499,-0.1709,0.18
4.024391,-0.0144,-0.0556,-0.1752,0.18
4.032636,-0.0176,-0.0657,-0.1724,0.19
4.042021,-0.0006,-0.1125,-0.1572,0.19
4.058347,0.0290,-0.0824,-0.1758,0.20
4.065984,0.0167,-0.0703,-0.2070,0.22
4.074630,0.0071,-0.0790,-0.1907,0.21
4.082914,-0.0285,-0.0851,-0.1459,0.17
4.091515,-0.0127,-0.0840,-0.1298,0.16
4.106505,0.0006,-0.0714,-0.1111,0.13
4.117279,0.0067,-0.0816,-0.1132,0.14
4.125818,-0.0021,-0.0851,-0.1508,0.17
4.132260,-0.0065,-0.1008,-0.1907,0.22
4.146050,-0.0259,-0.0833,-0.2112,0.23
4.159516,-0.0381,-0.0907,-0.2183,0.24
4.166263,-0.0093,-0.0853,-0.1947,0.21
4.173426,0.0267,-0.0599,-0.1525,0.17
4.186038,0.0756,-0.1095,-0.0299,0.14
4.202414,0.0574,-0.1036,-0.0090,0.12
4.202699,0.0300,-0.0984,0.0075,0.10
4.210619,0.0126,-0.0867,-0.0067,0.09
4.226178,0.0240,-0.0401,-0.0682,0.08
4.233832,0.0067,-0.0241,-0.0774,0.08
4.242422,-0.0372,-0.0104,-0.0794,0.09
4.256937,-0.0238,-0.0165,-0.0570,0.06
4.265574,-0.0195,-0.0347,-0.0849,0.09
4.273708,-0.0321,-0.0318,-0.1508,0.16
4.281804,-0.0472,-0.0531,-0.2214,0.23
4.297762,-0.0829,-0.0587,-0.2530,0.27
4.305099,-0.0672,-0.0475,-0.2500,0.26
4.314238,-0.0295,-0.0720,-0.2832,0.29
4.323244,-0.0086,-0.0962,-0.2831,0.30
4.338405,0.0210,-0.0782,-0.2048,0.22
4.346441,0.0377,-0.0696,-0.1602,0.18
4.353906,0.0287,-0.0870,-0.1061,0.14
4.362594,0.0196,-0.0806,-0.0640,0.10
4.371949,0.0059,-0.0699,-0.0312,0.08
4.380781,-0.0103,-0.0528,-0.0290,0.06
4.395010,-0.0305,-0.0660,-0.0905,0.12
4.407487,-0.0293,-0.0740,-0.1571,0.18
4.415460,-0.0400,-0.0629,-0.1829,0.20
4.424675,-0.0579,-0.0682,-0.1874,0.21
4.434276,-0.0740,-0.0707,-0.1873,0.21
4.442545,-0.0598,-0.0769,-0.1688,0.19
4.458662,-0.0105,-0.0512,-0.1243,0.13
4.467500,0.0275,-0.0358,-0.1154,0.12
4.474313,0.0509,-0.0563,-0.0442,0.09
4.482250,0.0652,-0.0720,-0.0280,0.10
4.490787,0.0679,-0.0666,0.0195,0.10
4.506218,0.0167,-0.0991,0.0227,0.10
4.517555,-0.0090,-0.1131,-0.0120,0.11
4.523954,-0.0159,-0.1182,-0.1014,0.16
4.532394,-0.0230,-0.1209,-0.1620,0.20
4.541084,-0.0440,-0.0995,-0.2491,0.27
4.555047,-0.0255,-0.0660,-0.3075,0.32
4.566131,-0.0125,-0.0536,-0.3054,0.31
4.574296,-0.0379,-0.0450,-0.2655,0.27
4.582866,-0.0225,-0.0506,-0.2162,0.22
4.591625,0.0019,-0.0347,-0.1501,0.15
4.602477,-0.0263,-0.0524,-0.0839,0.10
4.619271,-0.0852,-0.1264,0.0060,0.15
4.627246,-0.0841,-0.1335,0.0481,0.16
4.642267,-0.0493,-0.1367,0.0429,0.15
4.643267,-0.0122,-0.1260,-0.0196,0.13
4.651727,0.0241,-0.0860,-0.0967,0.13
4.667024,0.1102,-0.1583,-0.2157,0.29
4.674270,0.0567,-0.0984,-0.2621,0.29
4.683145,0.0329,-0.0257,-0.3713,0.37
4.691879,0.0299,0.0439,-0.3163,0.32
4.706746,0.0438,0.0149,-0.2769,0.28
4.718204,-0.0157,-0.0173,-0.2585,0.26
4.725128,-0.0174,-0.0207,-0.2784,0.28
4.731158,0.0506,-0.0241,-0.2385,0.25
4.747051,0.0016,-0.0421,-0.0970,0.11
4.759109,-0.0216,-0.0666,-0.0479,0.08
4.765604,0.0044,-0.0723,-0.0296,0.08
4.772657,0.0287,-0.1002,-0.0325,0.11
4.782011,0.0505,-0.1069,-0.0353,0.12
4.795056,0.0306,-0.1112,-0.1026,0.15
4.806884,-0.0044,-0.0938,-0.1461,0.17
4.817413,-0.0403,-0.0905,-0.1155,0.15
4.826844,-0.0792,-0.0822,-0.0539,0.13
4.835639,-0.0780,-0.0680,-0.0586,0.12
4.842655,-0.0495,-0.0586,-0.0609,0.10
4.859727,0.0155,-0.0804,-0.0799,0.11
4.867255,0.0357,-0.1076,-0.0507,0.12
4.879135,0.0559,-0.1014,-0.0405,0.12
4.886004,0.0668,-0.1148,-0.0540,0.14
4.891552,0.0780,-0.0997,-0.0841,0.15
4.908401,0.0691,-0.0916,-0.1920,0.22
4.917074,0.0102,-0.0740,-0.2366,0.25
4.924676,-0.0248,-0.0531,-0.2218,0.23
4.933159,-0.0317,-0.0359,-0.1670,0.17
4.946963,-0.0241,-0.0828,-0.0311,0.09
4.955208,0.0079,-0.0708,0.0120,0.07
4.962611,0.0907,-0.0569,-0.0476,0.12
4.971862,0.0583,-0.0481,0.0128,0.08
4.983086,0.0033,-0.0662,0.0160,0.07
4.995277,-0.0136,-0.0672,-0.0585,0.09
5.008033,-0.0247,-0.0559,-0.1094,0.13
5.016297,-0.0377,-0.0478,-0.2051,0.21
5.023858,-0.0363,-0.0516,-0.2627,0.27
5.034246,-0.0221,-0.0401,-0.2930,0.30
5.042738,-0.0135,-0.0288,-0.2519,0.25
5.051354,0.0006,-0.0454,-0.2041,0.21
5.067108,0.0087,-0.0938,-0.0855,0.13
5.075585,-0.0020,-0.1147,-0.0141,0.12
5.083148,-0.0122,-0.1031,0.0220,0.11
5.090817,-0.0081,-0.0978,-0.0176,0.10
5.106939,0.0515,-0.0816,-0.1302,0.16
5.118086,0.0611,-0.0703,-0.2059,0.23
5.124983,0.0559,-0.0381,-0.2501,0.26
5.133277,0.0507,0.0014,-0.2967,0.30
5.142188,0.0409,-0.0236,-0.3698,0.37
5.155097,0.0467,0.0360,-0.4203,0.42
5.166057,0.0682,-0.0121,-0.4178,0.42
5.173596,-0.0150,-0.0556,-0.3759,0.38
5.182053,-0.0859,-0.0789,-0.2988,0.32
5.194908,-0.1280,-0.1078,-0.0757,0.18
5.209152,-0.1209,-0.0785,-0.0201,0.15
5.216701,-0.0926,-0.0878,0.0094,0.13
5.223572,-0.1106,-0.1146,0.0465,0.17
5.232066,-0.1146,-0.1080,0.0262,0.16
