# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2025-09-10 09:50:25.722
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.511556,-0.0104,-0.0753,-0.1314,0.15
1.518145,-0.0220,-0.0275,-0.0620,0.07
1.533246,-0.0197,-0.0020,-0.0625,0.07
1.541226,0.0026,-0.0029,-0.1442,0.14
1.549924,0.0006,-0.0067,-0.2400,0.24
1.558330,0.0205,-0.0003,-0.2955,0.30
1.573846,0.0349,-0.0321,-0.3822,0.39
1.585906,0.0183,-0.0338,-0.3707,0.37
1.593590,0.0221,-0.0679,-0.3096,0.32
1.601547,0.0218,-0.0581,-0.2322,0.24
1.608879,0.0124,-0.0720,-0.1358,0.15
1.621409,-0.0373,-0.1015,0.0412,0.12
1.637850,-0.0470,-0.1106,0.0647,0.14
1.638028,-0.0626,-0.1021,0.0582,0.13
1.653031,-0.0274,-0.0719,-0.1204,0.14
1.671325,0.0007,-0.0672,-0.2529,0.26
1.671496,0.0047,-0.0640,-0.3309,0.34
1.678531,0.0112,-0.0543,-0.3406,0.35
1.695344,0.0289,-0.0593,-0.2428,0.25
1.701196,0.0541,-0.0513,-0.1896,0.20
1.712242,0.0554,-0.0723,-0.0837,0.12
1.718124,0.0350,-0.0892,-0.0109,0.10
1.734697,-0.0284,-0.0949,0.0480,0.11
1.741942,-0.0308,-0.0933,0.0389,0.11
1.753583,-0.0359,-0.0755,-0.0392,0.09
1.759013,-0.0600,-0.0364,-0.1005,0.12
1.774953,-0.0527,-0.0691,-0.2361,0.25
1.786671,-0.0024,-0.0733,-0.2197,0.23
1.792528,0.0574,-0.0623,-0.1750,0.19
1.798421,0.0741,-0.0461,-0.1474,0.17
1.812747,0.0266,-0.1032,-0.0988,0.15
1.825910,-0.0017,-0.1171,-0.0847,0.14
1.832842,0.0080,-0.1005,-0.0990,0.14
1.839558,-0.0015,-0.0964,-0.0746,0.12
1.848015,-0.0204,-0.0975,-0.0620,0.12
1.860222,-0.0051,-0.0723,-0.0239,0.08
1.868509,0.0148,-0.0626,-0.0680,0.09
1.878915,0.0248,-0.0746,-0.1024,0.13
1.894372,0.0118,-0.0664,-0.1527,0.17
1.901015,0.0138,-0.0627,-0.1951,0.21
1.911253,0.0167,-0.0440,-0.2069,0.21
1.917769,-0.0083,-0.0462,-0.2070,0.21
1.934465,0.0660,-0.0561,-0.2036,0.22
1.942979,0.0584,-0.0389,-0.1693,0.18
1.949745,0.0019,-0.0546,-0.0923,0.11
1.957960,-0.0595,-0.0509,-0.0322,0.08
1.974446,-0.0562,-0.0227,0.0108,0.06
1.985914,-0.0402,-0.0370,-0.0299,0.06
1.991315,-0.0359,-0.0669,-0.0795,0.11
1.998467,0.0024,-0.1068,-0.1025,0.15
2.007450,0.0743,-0.0915,-0.1471,0.19
2.021558,0.0367,-0.0479,-0.2011,0.21
2.036148,0.0276,-0.0679,-0.1862,0.20
2.042899,0.0112,-0.0518,-0.1667,0.17
2.050099,0.0046,-0.0599,-0.1758,0.19
2.063096,-0.0228,-0.0767,-0.1854,0.20
2.078601,-0.0576,-0.0785,-0.1642,0.19
2.078718,-0.0756,-0.0682,-0.1240,0.16
2.093642,-0.0372,-0.0566,-0.0855,0.11
2.102659,-0.0091,-0.0532,-0.0967,0.11
2.113453,-0.0096,-0.0557,-0.1120,0.13
2.119351,-0.0124,-0.0591,-0.1053,0.12
2.133596,-0.0027,-0.0771,-0.1038,0.13
2.151640,-0.0175,-0.0941,-0.0945,0.13
2.151770,-0.0178,-0.1311,-0.1399,0.19
2.158315,0.0012,-0.1437,-0.2717,0.31
2.173058,-0.0147,-0.1285,-0.4476,0.47
2.182362,-0.0137,-0.1247,-0.4197,0.44
2.190028,0.0494,-0.1179,-0.3482,0.37
2.199089,0.0549,-0.0900,-0.2443,0.27
2.213331,-0.0013,-0.0617,-0.0276,0.07
2.223718,-0.0250,-0.0815,0.0905,0.12
2.232027,-0.0724,-0.1030,0.1546,0.20
2.241589,-0.0980,-0.0955,0.1506,0.20
2.250075,-0.0879,-0.0781,0.1358,0.18
2.257661,-0.0637,-0.0567,0.0353,0.09
2.269609,-0.1409,0.0104,-0.1227,0.19
2.285134,-0.0453,-0.0022,-0.2601,0.26
2.293722,0.1107,0.0113,-0.2730,0.29
2.310737,0.1904,0.0542,-0.2479,0.32
2.310887,0.1947,0.0282,-0.2351,0.31
2.318087,0.1688,-0.0546,-0.2204,0.28
2.333545,0.1135,-0.1402,-0.0192,0.18
2.342735,0.0562,-0.1223,0.0864,0.16
2.349369,-0.0305,-0.1104,0.1593,0.20
2.366116,-0.0803,-0.0717,0.1543,0.19
2.377759,-0.1078,-0.1026,0.0766,0.17
2.383277,-0.1021,-0.1055,-0.0030,0.15
2.388816,-0.0514,-0.0845,-0.0658,0.12
2.400419,0.0206,-0.0494,-0.0854,0.10
2.409421,0.0806,-0.0499,-0.1171,0.15
2.422024,0.0074,-0.0602,-0.0850,0.10
2.437396,-0.0711,-0.0439,-0.0593,0.10
2.437562,-0.0998,-0.0636,-0.0766,0.14
2.453895,-0.0745,-0.1065,-0.1274,0.18
2.469805,-0.0370,-0.1026,-0.1900,0.22
2.469903,-0.0407,-0.0841,-0.2504,0.27
2.477686,-0.0095,-0.0744,-0.2993,0.31
2.494953,0.0532,-0.0369,-0.2985,0.31
2.502506,0.0882,-0.0312,-0.2583,0.27
2.516612,0.0611,-0.0249,-0.1968,0.21
2.517706,0.0293,-0.0184,-0.1499,0.15
2.534433,0.0277,-0.0526,-0.0885,0.11
2.545113,0.0318,-0.0765,-0.0933,0.12
2.550465,-0.0017,-0.0982,-0.1434,0.17
2.557627,-0.0181,-0.1172,-0.1962,0.23
2.567438,-0.0200,-0.1309,-0.2422,0.28
2.582542,0.0216,-0.1166,-0.1957,0.23
2.591568,0.0100,-0.0824,-0.1506,0.17
2.599613,-0.0138,-0.0588,-0.1313,0.14
2.609419,0.0171,-0.0678,-0.1541,0.17
2.617377,0.0523,-0.0926,-0.2263,0.25
2.630313,0.1175,-0.1260,-0.3378,0.38
2.645283,0.1294,-0.1351,-0.4213,0.46
2.653605,0.0319,-0.1354,-0.3608,0.39
2.666945,0.0055,-0.1193,-0.3173,0.34
2.674613,-0.0344,-0.0875,-0.2652,0.28
2.683520,-0.1316,-0.0305,-0.1995,0.24
2.692058,-0.1862,0.0391,-0.1101,0.22
2.706310,-0.1790,0.0936,-0.0481,0.21
2.719416,-0.1364,0.0583,-0.0916,0.17
2.719608,-0.1062,0.0301,-0.1780,0.21
2.733460,-0.0824,-0.0117,-0.2065,0.22
2.743111,-0.0355,-0.0510,-0.1106,0.13
2.749344,0.0502,-0.0706,-0.0198,0.09
2.766207,0.0537,-0.0521,0.0922,0.12
2.776728,0.0150,-0.0490,0.1143,0.13
2.783150,-0.0082,-0.0613,0.1370,0.15
2.789710,-0.0065,-0.0537,0.1607,0.17
2.798286,0.0032,-0.0639,0.1777,0.19
2.810345,-0.0004,-0.0780,0.1262,0.15
2.821717,0.0225,-0.1756,0.0427,0.18
2.836211,0.0329,-0.2193,-0.0212,0.22
2.844270,0.0249,-0.2489,-0.0969,0.27
2.851924,-0.0081,-0.2229,-0.1561,0.27
2.860981,-0.0887,-0.1547,-0.2180,0.28
2.878723,-0.0403,-0.1184,-0.2296,0.26
2.878888,0.0198,-0.0460,-0.2461,0.25
2.894454,0.0602,-0.0237,-0.3356,0.34
2.901178,0.0668,-0.0443,-0.3801,0.39
2.911259,0.0683,-0.0534,-0.3900,0.40
2.918072,0.0738,-0.0460,-0.3628,0.37
2.934383,-0.0748,-0.0642,-0.1846,0.21
2.946394,-0.1225,-0.0939,-0.0183,0.16
2.954181,-0.1124,-0.1151,0.1295,0.21
2.960155,-0.0617,-0.1257,0.2303,0.27
2.973943,-0.0002,-0.1255,0.2479,0.28
2.981812,0.0249,-0.1241,0.2151,0.25
2.992583,0.0526,-0.1097,0.1256,0.17
3.000268,0.0564,-0.0649,0.0197,0.09
3.008564,0.0408,-0.0056,-0.0695,0.08
3.022036,0.0298,-0.0249,-0.1359,0.14
3.033422,0.0456,-0.0412,-0.1754,0.19
3.042078,0.0412,-0.0353,-0.2009,0.21
3.050484,-0.0023,-0.0481,-0.1643,0.17
3.058634,-0.0516,-0.0577,-0.1234,0.15
3.067402,-0.0555,-0.0933,-0.1115,0.16
3.078079,-0.0845,-0.1073,-0.0661,0.15
3.094323,-0.0519,-0.0914,-0.1014,0.15
3.101661,0.0307,-0.0634,-0.2130,0.22
3.109356,0.0455,-0.0502,-0.2612,0.27
3.126222,0.0298,-0.0456,-0.3692,0.37
3.136518,0.0524,-0.0675,-0.4106,0.42
3.142370,0.0414,-0.0786,-0.4048,0.41
3.149848,0.0209,-0.0758,-0.3739,0.38
3.161610,-0.0043,-0.0549,-0.3366,0.34
3.168991,-0.0413,-0.0923,-0.2668,0.29
3.181553,-0.0112,-0.1699,-0.1210,0.21
3.189325,-0.0021,-0.1798,-0.0400,0.18
3.197539,-0.0343,-0.1758,0.0822,0.20
3.213440,-0.1061,-0.0975,0.1828,0.23
3.222958,-0.0995,-0.0838,0.1810,0.22
3.231978,-0.0545,-0.0882,0.0961,0.14
3.240092,-0.0076,-0.0055,-0.0429,0.04
3.249016,-0.0128,0.0620,-0.1623,0.17
3.257389,0.0027,0.0385,-0.2984,0.30
3.269325,0.2023,-0.0474,-0.4620,0.51
3.281470,0.1701,-0.0505,-0.4426,0.48
3.292720,0.0995,-0.0494,-0.3620,0.38
3.300098,0.0555,-0.0733,-0.2606,0.28
3.309612,-0.0174,-0.1294,-0.1038,0.17
3.324954,-0.0296,-0.1248,0.0252,0.13
3.333515,-0.0166,-0.1210,0.0388,0.13
3.341763,-0.0133,-0.1056,0.0094,0.11
3.350678,0.0026,-0.0670,-0.0218,0.07
3.358034,0.0549,-0.0482,-0.0359,0.08
3.373410,0.0297,0.0289,-0.1043,0.11
3.383724,0.0050,0.0086,-0.1803,0.18
3.391259,0.0021,-0.0208,-0.2566,0.26
3.399847,0.0113,-0.0449,-0.2350,0.24
3.407684,-0.0102,-0.0494,-0.1730,0.18
3.421987,-0.0897,-0.0752,-0.1017,0.16
3.433618,-0.0925,-0.1140,-0.0823,0.17
3.442388,-0.0863,-0.1249,-0.0888,0.18
3.450491,-0.0304,-0.1287,-0.1263,0.18
3.458054,0.0032,-0.1253,-0.1565,0.20
3.469185,0.0468,-0.1125,-0.1962,0.23
3.484538,0.0530,-0.0672,-0.2033,0.22
3.492203,0.0399,-0.0718,-0.1722,0.19
3.501230,0.0317,-0.0426,-0.1006,0.11
3.509352,0.0325,-0.0376,-0.0816,0.10
3.517484,0.0261,-0.0547,-0.0456,0.08
3.533491,-0.0340,-0.0427,-0.0527,0.08
3.541291,-0.0801,-0.0347,-0.0460,0.10
3.549276,-0.0785,-0.0668,-0.0516,0.12
3.557521,-0.0818,-0.0796,-0.0190,0.12
3.573874,-0.0279,-0.0742,0.0118,0.08
3.583686,0.0004,-0.0942,0.0123,0.10
3.590644,-0.0211,-0.1029,-0.0059,0.11
3.600578,0.0082,-0.1127,-0.0331,0.12
3.614049,-0.0076,-0.0700,-0.1626,0.18
3.624461,-0.0239,-0.0594,-0.2202,0.23
3.632548,-0.0307,-0.0320,-0.2611,0.26
3.641940,-0.0023,-0.0229,-0.3359,0.34
3.650979,-0.0053,-0.0316,-0.3852,0.39
3.659132,-0.0150,-0.0412,-0.3996,0.40
3.670271,0.0499,-0.0786,-0.2867,0.30
3.684426,-0.0003,-0.0658,-0.2025,0.21
3.692084,-0.0287,-0.0719,-0.1064,0.13
3.702262,-0.0375,-0.0506,0.0273,0.07
3.709433,-0.0225,-0.0479,0.0510,0.07
3.717950,-0.0154,-0.0636,0.0518,0.08
3.733430,0.0424,-0.0673,-0.0306,0.09
3.742391,0.0361,-0.0733,-0.1193,0.14
3.750915,-0.0008,-0.0931,-0.1701,0.19
3.759823,0.0129,-0.0834,-0.2286,0.24
3.767761,0.0367,-0.0559,-0.2565,0.27
3.783172,0.0021,-0.0654,-0.2734,0.28
3.796795,-0.0059,-0.0759,-0.2456,0.26
3.801285,-0.0065,-0.0598,-0.1893,0.20
3.811142,-0.0168,-0.0340,-0.1378,0.14
3.817442,-0.0293,-0.0251,-0.1341,0.14
3.829835,-0.0013,-0.0985,-0.2152,0.24
3.843436,-0.0051,-0.1016,-0.1708,0.20
3.850955,0.0048,-0.0761,-0.1215,0.14
3.862143,0.0043,-0.1016,-0.1316,0.17
3.873382,0.0188,-0.1260,-0.1576,0.20
3.882795,0.0315,-0.0981,-0.1212,0.16
3.890778,0.0328,-0.0802,-0.0846,0.12
3.899375,0.0608,-0.0797,-0.0453,0.11
3.909864,0.0550,-0.0631,-0.0424,0.09
3.918152,0.0142,-0.0585,-0.0409,0.07
3.927446,0.0216,-0.0545,-0.0773,0.10
3.941035,0.0371,-0.0345,-0.0808,0.10
3.949465,-0.0627,-0.0350,-0.1149,0.14
3.960745,-0.0697,-0.0377,-0.1086,0.13
3.974498,-0.0504,-0.0384,-0.0971,0.12
3.983107,-0.0423,-0.0293,-0.0921,0.11
3.989744,-0.0291,-0.0607,-0.0704,0.10
3.998822,-0.0036,-0.0757,-0.0628,0.10
4.014268,-0.0083,-0.0735,-0.1092,0.13
4.027486,0.0001,-0.0773,-0.1491,0.17
4.035295,-0.0106,-0.0785,-0.1987,0.21
4.042489,-0.0121,-0.0940,-0.2291,0.25
4.048562,0.0049,-0.1169,-0.2211,0.25
4.057598,0.0217,-0.0823,-0.2443,0.26
4.070087,-0.0100,-0.0698,-0.2431,0.25
4.084168,-0.0199,-0.0986,-0.2958,0.31
4.091732,-0.0317,-0.1051,-0.3081,0.33
4.100215,-0.0308,-0.0819,-0.3020,0.31
4.108643,-0.0249,-0.0749,-0.2771,0.29
4.118262,-0.0106,-0.0663,-0.1900,0.20
4.134468,-0.0345,-0.0730,-0.0663,0.10
4.142260,-0.0138,-0.0813,-0.0335,0.09
4.149918,0.0231,-0.0883,-0.0097,0.09
4.158929,0.0332,-0.0887,-0.0261,0.10
4.167435,0.0119,-0.0845,-0.0400,0.09
4.177371,0.0149,-0.0828,-0.0563,0.10
4.190006,0.0155,-0.0923,-0.1281,0.16
4.197807,-0.0101,-0.0985,-0.1384,0.17
4.214101,-0.0382,-0.0739,-0.0469,0.10
4.222071,-0.0290,-0.0698,-0.0001,0.08
4.230402,-0.0366,-0.0758,0.0182,0.09
4.240087,-0.0330,-0.0755,0.0204,0.08
4.247713,-0.0154,-0.0689,0.0279,0.08
4.259052,-0.0036,-0.0512,-0.0239,0.06
4.270484,-0.0253,-0.0582,-0.0833,0.10
4.283673,-0.0267,-0.0535,-0.0889,0.11
4.290991,0.0084,-0.0802,-0.1087,0.14
4.301097,0.0275,-0.0795,-0.1143,0.14
4.309551,0.0130,-0.0783,-0.1241,0.15
4.317378,0.0126,-0.0606,-0.1361,0.15
4.334009,0.0352,-0.0692,-0.2241,0.24
4.341605,0.0360,-0.0799,-0.2769,0.29
4.349873,0.0340,-0.0674,-0.3212,0.33
4.357366,-0.0012,-0.0583,-0.3376,0.34
4.374206,0.0172,-0.0790,-0.2677,0.28
4.383644,0.0147,-0.0705,-0.1934,0.21
4.391226,-0.0069,-0.0424,-0.1050,0.11
4.400016,0.0053,-0.0481,-0.0308,0.06
4.409090,0.0079,-0.0740,0.0393,0.08
4.422188,0.0270,-0.0706,0.0626,0.10
4.435778,0.0220,-0.0671,-0.0275,0.08
4.443592,-0.0500,-0.0646,-0.1051,0.13
4.451405,-0.0766,-0.0792,-0.1657,0.20
4.458620,-0.0406,-0.0890,-0.2527,0.27
4.469647,-0.0361,-0.0550,-0.3401,0.35
4.486084,-0.0477,-0.0630,-0.2932,0.30
4.494609,-0.0431,-0.0708,-0.1225,0.15
4.510319,-0.0362,-0.0766,-0.0242,0.09
4.510466,-0.0101,-0.0954,0.0315,0.10
4.517977,0.0320,-0.0771,0.0714,0.11
4.534880,0.0456,-0.0760,0.0244,0.09
4.542672,0.0369,-0.0880,-0.0555,0.11
4.552272,0.0501,-0.0883,-0.1519,0.18
4.558857,0.0184,-0.0807,-0.2082,0.22
4.574496,-0.0319,-0.0697,-0.2196,0.23
4.584905,-0.0129,-0.0740,-0.1865,0.20
4.592720,-0.0010,-0.0920,-0.1490,0.18
4.599982,0.0178,-0.0880,-0.0926,0.13
4.609393,-0.0096,-0.0625,-0.0601,0.09
4.622653,-0.0179,-0.0868,-0.0422,0.10
4.632705,-0.0011,-0.0822,-0.0325,0.09
4.640961,0.0153,-0.0831,-0.0368,0.09
4.650111,0.0005,-0.0919,-0.0717,0.12
4.657337,-0.0023,-0.0936,-0.1353,0.16
4.672065,-0.0002,-0.0454,-0.1579,0.16
4.679120,0.0261,-0.0505,-0.1744,0.18
4.696048,0.0124,-0.0336,-0.1865,0.19
4.708256,0.0105,-0.0386,-0.1984,0.20
4.715961,0.0298,-0.0700,-0.2126,0.23
4.717652,0.0298,-0.0580,-0.2390,0.25
4.734132,-0.0251,-0.0813,-0.2729,0.29
4.742217,-0.0273,-0.1047,-0.2565,0.28
4.751440,-0.0416,-0.1063,-0.1995,0.23
4.759609,-0.0703,-0.0981,-0.1499,0.19
4.773722,-0.0445,-0.0996,-0.0642,0.13
4.786257,-0.0015,-0.0829,-0.0474,0.10
4.795015,0.0175,-0.0712,-0.0664,0.10
4.799448,0.0151,-0.0669,-0.1116,0.13
4.807395,0.0248,-0.0818,-0.1328,0.16
4.822020,0.0694,-0.0568,-0.1718,0.19
4.835302,0.0233,-0.0486,-0.1581,0.17
4.842744,0.0204,-0.0548,-0.1300,0.14
4.849875,0.0339,-0.0565,-0.0946,0.12
4.858986,0.0235,-0.0464,-0.0662,0.08
4.870408,-0.0382,-0.0706,-0.0830,0.12
4.887158,-0.0371,-0.0785,-0.1089,0.14
4.887318,-0.0265,-0.0843,-0.1083,0.14
4.903031,0.0303,-0.1092,-0.1605,0.20
4.911232,0.0259,-0.1114,-0.1511,0.19
4.921912,0.0135,-0.1033,-0.1468,0.18
4.934371,-0.0502,-0.0618,-0.1391,0.16
4.942332,-0.0601,-0.0624,-0.1091,0.14
4.951081,-0.0342,-0.0637,-0.0882,0.11
4.958882,-0.0200,-0.0444,-0.0691,0.08
4.967449,-0.0298,-0.0427,-0.0807,0.10
4.981679,0.0128,-0.0507,-0.1457,0.15
4.992164,0.0393,-0.0693,-0.2021,0.22
4.999683,0.0375,-0.0874,-0.2467,0.26
5.007445,0.0405,-0.0812,-0.2462,0.26
5.022563,-0.0178,-0.0733,-0.2682,0.28
5.035466,-0.0645,-0.1079,-0.1805,0.22
5.042695,-0.0640,-0.1108,-0.1242,0.18
5.049303,-0.0640,-0.1063,-0.1087,0.16
5.065090,-0.0410,-0.1018,-0.0636,0.13
5.074132,-0.0517,-0.0900,-0.0313,0.11
5.078028,-0.0192,-0.0714,0.0106,0.07
5.088217,0.0088,-0.0632,0.0149,0.07
5.101652,0.0297,-0.0728,-0.0138,0.08
5.111224,-0.0065,-0.0684,-0.0457,0.08
5.117990,0.0130,-0.0657,-0.0875,0.11
5.134402,0.0085,-0.0788,-0.2362,0.25
5.145001,0.0134,-0.0841,-0.2526,0.27
5.152134,-0.0038,-0.0889,-0.2215,0.24
5.157997,0.0003,-0.0951,-0.2100,0.23
5.174484,-0.0039,-0.0753,-0.2286,0.24
5.183265,-0.0143,-0.0691,-0.2151,0.23
5.193143,-0.0075,-0.0632,-0.2229,0.23
5.203595,0.0045,-0.0220,-0.2448,0.25
5.211053,0.0167,-0.0272,-0.2948,0.30
5.223816,0.0190,-0.0468,-0.3209,0.32
5.229941,0.0033,-0.0771,-0.2735,0.28
5.238211,-0.0080,-0.1040,-0.1811,0.21
