# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2025-09-10 10:03:35.679
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.816950,0.0353,0.1935,-0.1187,0.23
0.833814,0.0445,0.2240,-0.0327,0.23
0.840687,0.0914,0.1703,-0.0611,0.20
0.849069,0.1021,0.1425,-0.1060,0.20
0.857191,0.0809,0.1265,-0.1843,0.24
0.874088,0.0604,0.0673,-0.3461,0.36
0.885148,0.0556,0.0415,-0.4133,0.42
0.893067,0.0505,0.0078,-0.4645,0.47
0.901012,0.1151,-0.0006,-0.5163,0.53
0.908658,0.2097,0.0302,-0.4967,0.54
0.922348,0.3022,0.1007,-0.2236,0.39
0.933901,0.2842,0.1768,-0.0269,0.34
0.941867,0.2820,0.2180,0.0458,0.36
0.949954,0.1992,0.2605,0.0255,0.33
0.957348,0.0919,0.3208,0.0058,0.33
0.969849,0.0512,0.2619,-0.2235,0.35
0.984042,0.0262,0.2360,-0.3312,0.41
0.991656,0.0345,0.2411,-0.4587,0.52
0.999288,0.0809,0.2563,-0.5561,0.62
1.007698,0.1396,0.2389,-0.5779,0.64
1.018024,0.2789,0.1100,-0.4164,0.51
1.033329,0.2001,0.0299,-0.3066,0.37
1.041297,0.0505,0.1323,-0.1776,0.23
1.049763,-0.0452,0.2213,-0.0267,0.23
1.057648,-0.0036,0.2191,0.1082,0.24
1.073696,0.2080,0.0968,0.1642,0.28
1.082134,0.2837,0.0469,0.1523,0.33
1.090421,0.2915,0.0562,0.1098,0.32
1.100058,0.2644,0.0583,0.0316,0.27
1.108061,0.2059,0.0918,0.0421,0.23
1.121715,0.1174,0.0787,0.1052,0.18
1.132383,0.1239,-0.0258,0.1277,0.18
1.140112,0.1270,-0.1258,0.1205,0.22
1.157471,0.0143,0.0226,0.2442,0.25
1.157704,-0.0066,0.0057,0.2496,0.25
1.167482,-0.0171,0.0788,0.2656,0.28
1.177349,0.1653,0.1632,0.1335,0.27
1.191840,0.3109,0.1922,0.0826,0.37
1.199323,0.4219,0.1642,-0.0017,0.45
1.207199,0.4715,0.1113,-0.1413,0.50
1.225449,0.2093,0.0890,-0.5671,0.61
1.232613,0.0926,0.1217,-0.6787,0.70
1.240747,0.0159,0.1339,-0.7855,0.80
1.248726,-0.0171,0.1524,-0.8396,0.85
1.256895,-0.0322,0.1529,-0.7811,0.80
1.272544,0.0275,0.1300,-0.3637,0.39
1.280983,0.0435,0.1220,-0.1542,0.20
1.289013,0.0753,0.1100,-0.0374,0.14
1.297871,0.0917,0.0827,0.0638,0.14
1.306748,0.0877,0.0548,0.1207,0.16
1.316591,0.1241,0.0347,0.0188,0.13
1.330200,0.1082,0.0531,-0.0944,0.15
1.337700,0.0145,0.0858,-0.1399,0.16
1.352990,0.0966,0.0427,-0.1490,0.18
1.364140,0.1392,0.0170,-0.1342,0.19
1.371253,0.1218,0.0081,-0.1025,0.16
1.379024,0.1000,0.0174,-0.0754,0.13
1.387618,0.0975,0.0142,-0.0480,0.11
1.401291,0.1112,-0.0326,0.0101,0.12
1.414263,0.1248,-0.0670,0.0288,0.14
1.416872,0.1358,-0.1065,0.0262,0.17
1.434461,0.1266,-0.0423,-0.0266,0.14
1.441646,0.0865,0.0054,-0.1014,0.13
1.449835,0.0403,0.0280,-0.1622,0.17
1.457373,0.0208,0.0516,-0.2162,0.22
1.474371,-0.0475,0.1120,-0.2607,0.29
1.484302,-0.0329,0.1098,-0.2966,0.32
1.491090,-0.0160,0.0693,-0.2917,0.30
1.498046,0.0370,0.0357,-0.2605,0.27
1.513582,0.1319,0.0741,-0.2525,0.29
1.524019,0.1653,0.1254,-0.2281,0.31
1.532995,0.1983,0.1074,-0.1895,0.29
1.540553,0.2709,0.0423,-0.1535,0.31
1.549166,0.2857,-0.0127,-0.1368,0.32
1.558071,0.2524,-0.0455,-0.1228,0.28
1.569915,0.0980,-0.0188,-0.1143,0.15
1.585286,0.0344,-0.0337,-0.1197,0.13
1.593959,-0.0003,-0.1425,-0.1306,0.19
1.609575,-0.0275,-0.1724,-0.1119,0.21
1.609667,-0.0488,-0.1793,-0.1047,0.21
1.617966,-0.0615,-0.1660,-0.1187,0.21
1.633802,-0.0240,-0.1794,-0.2048,0.27
1.641813,0.0016,-0.1690,-0.2440,0.30
1.649467,0.0011,-0.1223,-0.3050,0.33
1.657997,-0.0153,-0.0771,-0.3567,0.37
1.666976,-0.0297,-0.0306,-0.3659,0.37
1.682446,0.0394,0.0313,-0.3047,0.31
1.691606,0.0808,0.0277,-0.2032,0.22
1.699164,0.1498,-0.0308,-0.1521,0.22
1.707230,0.1977,-0.0825,-0.1390,0.26
1.722227,0.1800,-0.0835,-0.2037,0.28
1.732776,0.1131,-0.0545,-0.2430,0.27
1.740757,0.0192,-0.0257,-0.2942,0.30
1.748343,-0.0336,-0.0108,-0.3216,0.32
1.757261,-0.0927,0.0040,-0.3275,0.34
1.770017,-0.1240,0.0342,-0.3301,0.35
1.780289,-0.1144,0.0408,-0.3749,0.39
1.787170,-0.1141,0.0556,-0.3723,0.39
1.802339,-0.0980,-0.0069,-0.2639,0.28
1.812114,-0.0742,-0.0123,-0.0504,0.09
1.821756,-0.0213,-0.0147,0.1844,0.19
1.828758,0.0328,-0.0319,0.2901,0.29
1.840667,0.2425,-0.0642,0.3360,0.42
1.849465,0.2963,-0.0566,0.2862,0.42
1.857534,0.2696,-0.0101,0.2778,0.39
1.874041,0.1243,0.1003,0.1232,0.20
1.881672,0.0924,0.1222,0.0316,0.16
1.889508,0.0495,0.1428,-0.0596,0.16
1.897528,0.0307,0.1345,-0.1340,0.19
1.914496,0.0600,0.0384,-0.1830,0.20
1.923261,0.0936,-0.0215,-0.2252,0.24
1.931342,0.1767,-0.0722,-0.2179,0.29
1.940533,0.2042,-0.0948,-0.1897,0.29
1.948882,0.2320,-0.1128,-0.1695,0.31
1.956987,0.2096,-0.1023,-0.0998,0.25
1.966473,0.1394,-0.0837,-0.0113,0.16
1.979200,0.0895,-0.0795,0.0613,0.13
1.991788,0.0624,-0.0546,0.0553,0.10
1.999385,0.0362,-0.0057,0.0096,0.04
2.010638,0.0524,0.0482,-0.2140,0.23
2.026058,0.0890,0.0598,-0.3015,0.32
2.026367,0.0776,0.0670,-0.3605,0.37
2.043375,0.0400,0.0535,-0.3888,0.39
2.050675,0.0174,0.0257,-0.3773,0.38
2.059730,0.0063,0.0043,-0.3640,0.36
2.067063,0.0176,-0.0181,-0.3009,0.30
2.082829,0.0536,-0.0286,-0.0459,0.08
2.090746,0.0985,-0.0448,-0.0256,0.11
2.099591,0.1594,-0.0748,0.0122,0.18
2.107621,0.2004,-0.0896,0.0218,0.22
2.122665,0.1279,-0.0460,-0.1203,0.18
2.132287,0.0598,0.0113,-0.1600,0.17
2.140659,-0.0051,0.0546,-0.1545,0.16
2.149204,-0.0533,0.0601,-0.1658,0.18
2.157717,-0.0589,0.0228,-0.1725,0.18
2.171096,-0.0160,-0.0131,-0.0864,0.09
2.184154,-0.0134,0.0195,-0.0438,0.05
2.191333,0.0013,0.0408,0.0176,0.04
2.198776,0.0428,0.0120,0.0311,0.05
2.206729,0.1113,-0.0335,0.0134,0.12
2.217531,0.1097,-0.0555,0.0390,0.13
2.230492,0.0538,-0.0065,0.0075,0.05
2.239147,0.0237,0.0426,0.0271,0.06
2.250901,0.0886,0.0524,0.0177,0.10
2.257429,0.1202,0.0524,-0.0187,0.13
2.274660,0.1298,0.0083,-0.1728,0.22
2.283525,0.0881,-0.0005,-0.2192,0.24
2.290763,0.0278,0.0067,-0.2565,0.26
2.297762,-0.0098,0.0009,-0.2107,0.21
2.313614,-0.0179,-0.0229,-0.1173,0.12
2.322221,-0.0054,-0.0248,-0.0768,0.08
2.331231,-0.0037,-0.0542,-0.0526,0.08
2.339735,0.0174,-0.0777,-0.0279,0.08
2.347665,0.0563,-0.0761,-0.1081,0.14
2.357658,0.0626,-0.0156,-0.1424,0.16
2.374002,0.1044,-0.0107,-0.2633,0.28
2.382817,0.1042,-0.0123,-0.2929,0.31
2.390840,0.0879,-0.0081,-0.3324,0.34
2.398940,0.0680,-0.0195,-0.3485,0.36
2.408206,0.0379,-0.0200,-0.3842,0.39
2.418865,0.0019,-0.0168,-0.4236,0.42
2.427342,0.0026,-0.0150,-0.4563,0.46
2.437205,0.0257,-0.0043,-0.4418,0.44
2.450977,0.0654,0.0078,-0.2589,0.27
2.459164,0.0649,0.0193,-0.1018,0.12
2.467600,0.0607,0.0014,0.0172,0.06
2.483258,0.0285,-0.0141,0.2503,0.25
2.492612,0.0100,0.0359,0.3716,0.37
2.501271,0.0486,0.0254,0.3720,0.38
2.508301,0.1095,0.0152,0.3111,0.33
2.523591,0.1062,-0.0204,0.1186,0.16
2.534344,0.0406,-0.0038,0.0201,0.05
2.539253,0.0135,-0.0162,-0.0735,0.08
2.547193,0.0146,-0.0546,-0.1552,0.17
2.557355,0.0131,-0.1116,-0.2133,0.24
2.570313,-0.0551,-0.0845,-0.2441,0.26
2.584883,-0.0748,-0.0577,-0.2171,0.24
2.589852,-0.1036,-0.0709,-0.1591,0.20
2.599663,-0.0890,-0.1055,-0.1203,0.18
2.606343,-0.0600,-0.1423,-0.1079,0.19
2.618876,-0.1111,-0.1308,-0.1713,0.24
2.633856,-0.0939,-0.1375,-0.1920,0.25
2.639515,-0.0899,-0.1012,-0.1864,0.23
2.647186,-0.0930,-0.0557,-0.2023,0.23
2.659367,0.0113,-0.0182,-0.2194,0.22
2.666555,0.0341,-0.0233,-0.2232,0.23
2.684125,0.0164,0.0148,-0.3242,0.32
2.692328,0.0007,0.0229,-0.3738,0.37
2.702023,-0.0215,0.0273,-0.4143,0.42
2.706608,-0.0268,0.0227,-0.4334,0.43
2.723870,-0.0225,-0.0487,-0.4176,0.42
2.734843,-0.0198,-0.0579,-0.3613,0.37
2.738922,-0.0050,-0.0305,-0.2119,0.21
2.747540,0.0066,-0.0053,-0.0194,0.02
2.757139,0.0404,-0.0192,0.1757,0.18
2.771028,0.1353,-0.0189,0.3623,0.39
2.784718,0.1466,-0.0143,0.3586,0.39
2.791041,0.1543,-0.0001,0.2769,0.32
2.799152,0.1281,-0.0113,0.1024,0.16
2.808355,0.0759,0.0055,-0.0478,0.09
2.819072,-0.0638,0.0350,-0.2863,0.30
2.834759,-0.0633,0.0506,-0.3293,0.34
2.843569,-0.0622,0.0221,-0.3448,0.35
2.857194,-0.0466,0.0236,-0.2814,0.29
2.865448,-0.0138,0.0164,-0.2016,0.20
2.867211,-0.0229,0.0117,-0.0860,0.09
2.883447,0.0062,-0.0253,-0.0998,0.10
2.891351,0.0342,-0.0592,-0.1601,0.17
2.900077,0.0519,-0.0305,-0.2493,0.26
2.907642,0.0301,-0.0150,-0.2910,0.29
2.923355,-0.0407,-0.0078,-0.2397,0.24
2.933425,-0.0704,-0.0241,-0.2063,0.22
2.940910,-0.1035,-0.0569,-0.1802,0.22
2.948443,-0.0949,-0.0780,-0.1874,0.22
2.963812,-0.0936,-0.0955,-0.2814,0.31
2.974265,-0.0901,-0.0483,-0.2557,0.28
2.980619,-0.1010,-0.0488,-0.2087,0.24
2.988054,-0.0655,-0.0756,-0.2048,0.23
2.997367,-0.0115,-0.0810,-0.1554,0.18
3.011597,0.0700,-0.0700,-0.1044,0.14
3.025492,0.0828,-0.0511,-0.0838,0.13
3.030779,0.0789,-0.0757,-0.0988,0.15
3.038678,0.0838,-0.0476,-0.1210,0.15
3.047303,0.0459,-0.0100,-0.0976,0.11
3.059991,-0.0268,0.0360,-0.0771,0.09
3.076050,-0.0125,0.0318,-0.0989,0.10
3.076337,0.0465,0.0082,-0.1134,0.12
3.091869,0.0860,0.0114,-0.1401,0.16
3.100384,0.0492,0.0463,-0.0785,0.10
3.107723,0.0292,0.0425,-0.0455,0.07
3.124415,0.1480,-0.0856,-0.0627,0.18
3.133416,0.1547,-0.1188,-0.0604,0.20
3.142298,0.0804,-0.0922,-0.0485,0.13
3.147273,-0.0034,-0.0421,-0.0124,0.04
3.164062,-0.0655,-0.0340,-0.0716,0.10
3.171994,-0.0722,-0.0667,-0.1020,0.14
3.179625,-0.0575,-0.0805,-0.1778,0.20
3.187421,-0.0579,-0.0651,-0.2203,0.24
3.199444,-0.0953,-0.0374,-0.2343,0.26
3.211767,-0.0727,-0.0643,-0.2460,0.26
3.222202,-0.0511,-0.0733,-0.2558,0.27
3.228856,-0.0008,-0.0892,-0.2897,0.30
3.236871,0.0107,-0.0731,-0.2832,0.29
3.250797,-0.0227,-0.0249,-0.1918,0.19
3.261673,0.0347,-0.0656,-0.1832,0.20
3.269291,0.0636,-0.1181,-0.1674,0.21
3.278147,0.0207,-0.1016,-0.1347,0.17
3.291214,-0.0883,-0.0525,-0.1170,0.16
3.299643,-0.0999,-0.0344,-0.0600,0.12
3.308125,-0.1081,-0.0047,0.0402,0.12
3.324317,0.0189,-0.0735,0.0120,0.08
3.332084,0.0649,-0.0970,-0.0901,0.15
3.339631,0.0564,-0.0700,-0.1685,0.19
3.347850,-0.0045,0.0008,-0.1848,0.18
3.364529,-0.0434,0.0444,-0.1634,0.17
3.374823,-0.0327,0.0114,-0.1707,0.17
3.381951,-0.0081,-0.0260,-0.1759,0.18
3.394363,0.0156,-0.0296,-0.1500,0.15
3.406960,-0.0226,-0.0335,-0.0819,0.09
3.417298,-0.0325,-0.0392,-0.0465,0.07
3.423284,-0.0053,-0.0787,-0.0374,0.09
3.430632,-0.0120,-0.0801,-0.0330,0.09
3.438244,-0.0383,-0.0506,0.0122,0.06
3.446930,-0.0640,-0.0362,-0.0046,0.07
3.460024,0.0347,-0.0954,-0.1475,0.18
3.474669,0.0322,-0.1105,-0.1926,0.22
3.479949,-0.0068,-0.0602,-0.1854,0.20
3.492595,-0.1069,0.0310,-0.0609,0.13
3.499656,-0.0690,-0.0076,-0.0775,0.10
3.507301,-0.0191,-0.0706,-0.1226,0.14
3.516605,-0.0010,-0.1312,-0.1702,0.21
3.526604,-0.0292,-0.1101,-0.2059,0.24
3.541655,-0.0596,-0.0070,-0.1581,0.17
3.549141,-0.0511,0.0059,-0.1561,0.16
3.556436,-0.0221,-0.0098,-0.1422,0.14
3.572693,0.0144,-0.0555,-0.2362,0.24
3.582865,-0.0358,-0.0376,-0.2652,0.27
3.589705,-0.0837,-0.0153,-0.3013,0.31
3.597924,-0.1253,-0.0080,-0.3563,0.38
3.612073,-0.0722,-0.0691,-0.4300,0.44
3.625337,0.0042,-0.0839,-0.3893,0.40
3.632080,0.0553,-0.0645,-0.3058,0.32
3.636713,0.0973,-0.0369,-0.2205,0.24
3.647687,0.1393,-0.0341,-0.0998,0.17
3.656639,0.1421,-0.0470,0.0062,0.15
3.668384,0.0972,-0.0377,0.1533,0.19
3.682429,0.0174,-0.0067,0.2066,0.21
3.689615,-0.0351,-0.0022,0.1811,0.18
3.698453,-0.0403,-0.0078,0.1462,0.15
3.706886,-0.0482,0.0027,0.1187,0.13
3.724908,0.0089,-0.0530,0.0577,0.08
3.733366,0.0254,-0.0670,0.0035,0.07
3.741417,0.0410,-0.0778,-0.0621,0.11
3.749253,0.0431,-0.0747,-0.1563,0.18
3.756554,0.0307,-0.0383,-0.2410,0.25
3.773055,0.0570,-0.0363,-0.2752,0.28
3.782816,0.0641,-0.0514,-0.2199,0.23
3.790080,0.0751,-0.0723,-0.1485,0.18
3.796839,0.0454,-0.0828,-0.0629,0.11
3.812943,0.0168,-0.0754,0.0057,0.08
3.826026,0.0071,-0.0535,-0.0087,0.05
3.832740,-0.0222,-0.0203,-0.0683,0.07
3.836904,-0.0163,0.0143,-0.1204,0.12
3.847345,0.0127,0.0339,-0.1961,0.20
3.860653,0.1037,0.0115,-0.3217,0.34
3.872942,0.1014,0.0300,-0.2831,0.30
3.880634,0.0731,0.0250,-0.2519,0.26
3.889614,0.0571,-0.0039,-0.2303,0.24
3.898125,0.0340,-0.0133,-0.2112,0.21
3.909596,-0.0425,-0.0604,-0.1899,0.20
3.925133,-0.0646,-0.1173,-0.1924,0.23
3.933247,-0.0698,-0.1024,-0.2046,0.24
3.940975,-0.0901,-0.0679,-0.1524,0.19
3.949562,-0.1061,-0.0599,-0.0905,0.15
3.956907,-0.0647,-0.0522,-0.0692,0.11
3.973171,0.0414,-0.0601,-0.0747,0.10
3.983357,0.0204,-0.0445,-0.0417,0.06
3.989848,0.0214,-0.0313,-0.0087,0.04
3.997464,0.0281,-0.0038,0.0531,0.06
4.013769,0.0299,-0.0146,0.1029,0.11
4.025515,0.0517,-0.0414,0.0912,0.11
4.032763,0.0187,-0.0453,0.0464,0.07
4.039721,-0.0236,-0.0548,-0.0149,0.06
4.047428,-0.0707,-0.0529,-0.0687,0.11
4.056435,-0.1114,-0.0492,-0.1224,0.17
4.069076,-0.0749,-0.0504,-0.2388,0.26
4.082591,-0.0243,-0.0660,-0.3020,0.31
4.089666,0.0446,-0.0591,-0.3273,0.34
4.097648,0.0635,-0.0628,-0.3483,0.36
4.106627,0.0517,-0.0506,-0.3317,0.34
4.117511,-0.0293,-0.0339,-0.2831,0.29
4.132824,-0.0222,-0.1003,-0.2549,0.27
4.141653,-0.0433,-0.0932,-0.2040,0.23
4.149497,-0.0874,-0.0740,-0.0527,0.13
4.157477,-0.1164,-0.0510,0.0966,0.16
4.173158,-0.0401,-0.0740,0.2086,0.22
4.182876,0.0000,-0.0841,0.1977,0.21
4.189358,0.0181,-0.0885,0.1085,0.14
4.197959,0.0448,-0.0703,-0.0257,0.09
4.208476,0.0502,-0.0450,-0.1790,0.19
4.222279,0.0264,-0.0035,-0.3359,0.34
4.233084,0.0212,-0.0010,-0.3446,0.35
4.238544,0.0105,-0.0113,-0.3252,0.33
4.253016,-0.0101,-0.0429,-0.1943,0.20
4.261461,-0.0336,-0.0484,-0.1591,0.17
4.269379,-0.0657,-0.0349,-0.1213,0.14
4.277648,-0.0420,-0.0342,-0.1095,0.12
4.293399,0.0126,-0.0199,-0.1430,0.14
4.304746,0.0345,-0.0135,-0.1522,0.16
4.312990,0.0680,-0.0079,-0.1396,0.16
4.316911,0.1011,-0.0121,-0.1821,0.21
4.332607,0.0974,0.0179,-0.1927,0.22
4.340678,0.0779,-0.0025,-0.2281,0.24
4.349496,0.0516,-0.0296,-0.2374,0.24
4.357831,0.0325,-0.0488,-0.2182,0.23
4.373284,0.0016,-0.0639,-0.1901,0.20
4.380766,-0.0368,-0.0597,-0.1406,0.16
4.393426,-0.0679,-0.0455,-0.1007,0.13
4.397341,-0.0701,-0.0483,-0.0752,0.11
4.413778,0.0031,-0.0698,-0.0425,0.08
4.425250,0.0343,-0.0885,-0.0595,0.11
4.431491,0.0174,-0.0670,-0.0331,0.08
4.438651,0.0105,-0.0388,-0.0018,0.04
4.447659,0.0043,-0.0329,0.0227,0.04
4.462036,0.0066,-0.0658,-0.0498,0.08
4.473241,-0.0256,-0.0439,-0.0921,0.11
4.482052,-0.0714,-0.0217,-0.1512,0.17
4.490318,-0.0930,-0.0110,-0.1722,0.20
4.498710,-0.1078,-0.0428,-0.1742,0.21
4.509770,-0.0628,-0.0545,-0.2006,0.22
4.522484,-0.0690,-0.0561,-0.1842,0.20
4.530400,-0.0579,-0.0648,-0.1701,0.19
4.541347,-0.0024,-0.1045,-0.1942,0.22
4.549073,-0.0140,-0.1043,-0.2277,0.25
4.558074,-0.0358,-0.0898,-0.2109,0.23
4.574516,-0.0752,-0.0672,-0.2463,0.27
4.582392,-0.0631,-0.0537,-0.2867,0.30
4.589558,-0.0794,-0.0469,-0.3059,0.32
4.598056,-0.0463,-0.0326,-0.2893,0.29
4.614012,0.0687,-0.0185,-0.2378,0.25
4.625195,0.0822,-0.0060,-0.1696,0.19
4.631844,0.0970,-0.0122,-0.1135,0.15
4.638386,0.0942,-0.0301,-0.0670,0.12
4.647563,0.0708,-0.0071,-0.0062,0.07
4.662173,0.0203,-0.0020,0.0445,0.05
4.672759,-0.0121,-0.0079,0.0058,0.02
4.680949,0.0045,-0.0219,-0.0495,0.05
4.689934,0.0050,-0.0145,-0.0687,0.07
4.697219,-0.0144,0.0164,-0.0592,0.06
4.710268,0.0524,-0.0280,-0.0372,0.07
4.724650,0.0668,-0.0337,-0.0416,0.09
4.731646,0.0480,-0.0200,-0.0845,0.10
4.742862,0.0107,-0.0160,-0.1631,0.16
4.748913,0.0102,-0.0283,-0.1629,0.17
4.757566,0.0013,-0.0355,-0.1604,0.16
4.774172,-0.0048,-0.0551,-0.1316,0.14
4.781751,0.0109,-0.0506,-0.1219,0.13
4.789966,0.0124,-0.0603,-0.1387,0.15
4.797706,-0.0078,-0.0288,-0.0910,0.10
4.814024,-0.0627,-0.0333,-0.0504,0.09
4.824473,0.0058,-0.0940,-0.0835,0.13
4.830987,0.0361,-0.1407,-0.1524,0.21
4.838918,0.0207,-0.1084,-0.1806,0.21
4.847580,-0.0409,-0.0444,-0.1804,0.19
4.856381,-0.0957,-0.0183,-0.1779,0.20
4.870356,-0.0459,-0.0814,-0.2206,0.24
4.883313,0.0077,-0.1201,-0.2395,0.27
4.890543,0.0294,-0.1251,-0.2610,0.29
4.897289,0.0229,-0.0650,-0.2612,0.27
4.909883,-0.0725,0.0436,-0.2290,0.24
4.922763,-0.0129,-0.0002,-0.2369,0.24
4.930060,0.0378,-0.0393,-0.2806,0.29
4.939656,0.0692,-0.0346,-0.3006,0.31
4.948007,0.0521,0.0187,-0.2515,0.26
4.958629,0.0220,0.0691,-0.0725,0.10
4.974723,0.1208,-0.0598,-0.0076,0.13
4.983129,0.1337,-0.1019,-0.0128,0.17
4.990605,0.0677,-0.0682,0.0063,0.10
4.998380,-0.0075,-0.0255,0.0351,0.04
5.014842,-0.0106,-0.0158,-0.0119,0.02
5.025600,0.0042,-0.0314,-0.0449,0.05
5.030586,0.0250,-0.0496,-0.1210,0.13
5.039268,0.0371,-0.0555,-0.2091,0.22
5.047651,0.0227,-0.0289,-0.2545,0.26
5.062303,0.0086,0.0251,-0.1649,0.17
5.073095,0.0226,-0.0104,-0.1157,0.12
5.081390,0.0432,-0.0482,-0.0834,0.11
5.089633,0.0721,-0.0862,-0.1227,0.17
5.098124,0.0522,-0.1127,-0.1235,0.18
5.110411,-0.0665,-0.0736,-0.1222,0.16
5.123870,-0.0897,-0.0559,-0.1561,0.19
5.131524,-0.0737,-0.0506,-0.1874,0.21
5.138962,-0.0065,-0.0714,-0.2093,0.22
5.147882,0.0189,-0.0820,-0.1908,0.21
5.158450,0.0055,-0.0451,-0.0510,0.07
5.174761,0.0278,-0.0477,-0.0781,0.10
5.183488,0.0295,-0.0249,-0.1073,0.11
5.190663,-0.0042,0.0077,-0.1341,0.13
5.203590,-0.0087,0.0189,-0.1682,0.17
5.206749,0.0148,0.0015,-0.1975,0.20
5.222508,0.0347,-0.0061,-0.1083,0.11
5.235004,0.0190,-0.0111,-0.0684,0.07
5.241397,0.0308,-0.0382,-0.0355,0.06
5.247234,0.0383,-0.0783,-0.0309,0.09
5.262123,-0.0004,-0.0789,-0.0761,0.11
5.269913,-0.0236,-0.0678,-0.1404,0.16
5.277675,-0.0135,-0.0472,-0.1807,0.19
5.294199,-0.0088,-0.0299,-0.1643,0.17
5.304664,-0.0250,0.0003,-0.1098,0.11
5.312753,0.0015,-0.0172,-0.0745,0.08
5.321050,0.0227,-0.0470,-0.0534,0.07
5.329675,0.0276,-0.0531,-0.0370,0.07
5.337526,0.0280,-0.0620,-0.0683,0.10
5.347028,0.0040,-0.0639,-0.0828,0.10
