# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2025-09-10 10:01:01.940
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.011123,-0.1472,0.0336,-0.2010,0.25
0.018349,-0.1414,0.0662,-0.2169,0.27
0.033443,-0.0128,0.0543,-0.2309,0.24
0.040883,-0.0116,0.0386,-0.2362,0.24
0.049809,-0.0358,0.0005,-0.2108,0.21
0.058020,-0.0539,-0.0345,-0.1306,0.15
0.073734,0.0062,-0.0782,0.0109,0.08
0.082332,0.0741,-0.0954,0.0629,0.14
0.089975,0.1108,-0.1214,0.0819,0.18
0.097201,0.1354,-0.1254,0.0919,0.21
0.113984,0.0833,-0.0723,0.0228,0.11
0.121855,0.0690,-0.0508,-0.0325,0.09
0.130378,0.0621,-0.0208,-0.1210,0.14
0.138066,0.0414,-0.0246,-0.2069,0.21
0.152935,0.0356,-0.0026,-0.3080,0.31
0.163448,0.0210,0.0320,-0.3451,0.35
0.171093,-0.0317,0.0237,-0.3184,0.32
0.179880,-0.0531,0.0131,-0.2518,0.26
0.188127,-0.0407,0.0012,-0.1856,0.19
0.197039,-0.0209,-0.0313,-0.1244,0.13
0.209320,-0.0010,-0.0556,0.0244,0.06
0.217691,0.0087,-0.0779,0.0957,0.12
0.233730,0.0261,-0.0627,0.0865,0.11
0.241377,0.0244,-0.0469,0.0085,0.05
0.248734,0.0061,-0.0393,-0.0883,0.10
0.257144,0.0000,-0.0298,-0.1491,0.15
0.273610,0.0286,0.0069,-0.2612,0.26
0.281423,0.0436,0.0135,-0.2795,0.28
0.292785,0.0247,0.0098,-0.3149,0.32
0.297436,-0.0040,0.0191,-0.3364,0.34
0.312888,-0.0556,-0.0190,-0.2749,0.28
0.324106,-0.0473,-0.0262,-0.2373,0.24
0.329582,-0.0463,-0.0501,-0.1998,0.21
0.338037,-0.0384,-0.0811,-0.1574,0.18
0.352679,-0.0212,-0.0894,-0.0484,0.10
