# Target Sample Rate: 400 Hz
time,gFx,gFy,gFz,TgF
0.359895693,0.1419,0.2544,1.5240,1.552
0.387088231,0.0708,0.2346,1.5727,1.592
0.393865539,-0.2263,0.2224,1.4274,1.462
0.396878693,-0.2481,0.2260,1.3759,1.416
0.401155308,-0.2568,0.2224,1.3185,1.362
0.40592177,-0.2478,0.2172,1.2603,1.303
0.412840923,-0.2385,0.2145,1.2324,1.273
0.416289154,-0.1999,0.2084,1.1689,1.204
0.421488,-0.1652,0.2043,1.1281,1.158
0.429537462,-0.1305,0.2031,1.0919,1.118
0.432119923,-0.1032,0.2038,1.0706,1.095
0.436636923,-0.0711,0.2096,1.0545,1.077
0.441828923,-0.0494,0.2131,1.0503,1.073
0.44793777,-0.0357,0.2152,1.0491,1.072
0.451606385,-0.0046,0.2101,1.0406,1.062
0.454282385,0.0038,0.2047,1.0366,1.057
0.456976616,0.0111,0.1964,1.0308,1.049
0.476604231,0.0178,0.1891,1.0228,1.040
0.484057462,0.0124,0.1409,0.9315,0.942
0.500969539,0.0075,0.1365,0.9194,0.930
0.504860847,-0.0286,0.1146,0.7966,0.805
0.512228923,-0.0305,0.1048,0.7679,0.776
0.515021462,-0.0286,0.0955,0.7358,0.743
0.517530385,-0.0271,0.0867,0.7192,0.725
0.52272177,-0.0266,0.0747,0.6938,0.698
0.530033154,-0.0268,0.0710,0.6806,0.685
0.534919693,-0.0144,0.0549,0.6557,0.658
0.537746385,-0.0110,0.0522,0.6498,0.652
0.548567616,-0.0049,0.0542,0.6412,0.644
0.555527923,0.0046,0.0554,0.6278,0.630
0.575932539,0.0070,0.0561,0.6227,0.625
0.583796308,-0.0198,0.1080,0.6051,0.615
0.588103077,-0.0438,0.1397,0.6011,0.619
0.595431385,-0.0596,0.1602,0.5939,0.618
0.598440923,-0.0708,0.1793,0.6002,0.630
0.603236616,-0.0755,0.1982,0.5965,0.633
0.606158385,-0.0792,0.2047,0.5955,0.635
0.609258462,-0.0804,0.2108,0.5963,0.638
0.61469777,-0.0816,0.2182,0.5958,0.640
0.618372231,-0.0736,0.2341,0.5987,0.647
0.621098385,-0.0677,0.2390,0.6011,0.650
0.628600308,-0.0582,0.2460,0.6170,0.667
0.632963385,-0.0289,0.2527,0.6400,0.689
0.635840231,-0.0186,0.2534,0.6530,0.701
0.640875616,-0.0046,0.2592,0.6779,0.726
0.648779385,0.0013,0.2625,0.6904,0.739
0.653659616,0.0139,0.2891,0.7610,0.814
0.656169462,0.0124,0.2961,0.7784,0.833
0.684305231,0.0090,0.3049,0.7979,0.854
0.697134693,-0.0063,0.3506,0.9558,1.018
0.701293847,-0.0303,0.3453,0.9788,1.038
0.704059693,-0.0301,0.3460,0.9768,1.037
0.712856539,-0.0259,0.3411,0.9748,1.033
0.716979616,-0.0171,0.3326,0.9702,1.026
0.722108923,-0.0093,0.3311,0.9702,1.025
0.729420539,0.0038,0.3225,0.9697,1.022
0.732311,0.0195,0.3194,0.9756,1.027
0.737188231,0.0270,0.3247,1.0027,1.054
0.748514154,0.0302,0.3308,1.0357,1.088
0.755738693,0.0263,0.3501,1.1117,1.166
0.773283077,0.0219,0.3687,1.1816,1.238
0.783005462,0.0116,0.3732,1.2628,1.317
0.786927308,0.0190,0.3548,1.2593,1.308
0.789499077,0.0209,0.3534,1.2505,1.300
0.79589377,0.0223,0.3529,1.2476,1.297
0.799823308,0.0307,0.3501,1.2491,1.298
0.802415385,0.0337,0.3516,1.2528,1.302
0.807325462,0.0334,0.3550,1.2530,1.303
0.812095308,0.0324,0.3574,1.2559,1.306
0.815347,0.0253,0.3658,1.2722,1.324
0.820016231,0.0134,0.3853,1.2936,1.350
0.822784616,0.0004,0.4037,1.3069,1.368
0.828886154,-0.0086,0.4240,1.3190,1.385
0.832801847,-0.0144,0.4667,1.3586,1.437
0.836479385,-0.0017,0.4687,1.3707,1.449
0.84216577,0.0412,0.4506,1.4008,1.472
0.854985231,0.0913,0.4098,1.4213,1.482
0.858312616,0.2196,0.2851,1.4414,1.486
0.891984923,0.2406,0.2656,1.4443,1.488
0.899460231,0.3515,0.2218,1.4971,1.554
0.905394154,0.3599,0.2262,1.4935,1.553
0.908279,0.2821,0.2220,1.4059,1.451
0.913725231,0.2413,0.2346,1.3663,1.407
0.91820177,0.1905,0.2485,1.3280,1.364
0.920899077,0.1751,0.2539,1.3089,1.345
0.926977462,0.1421,0.2695,1.2679,1.304
0.93097777,0.1221,0.2770,1.2270,1.264
0.93408177,0.1162,0.2766,1.2014,1.238
0.938811616,0.1106,0.2678,1.1647,1.200
0.949227308,0.1111,0.2548,1.1254,1.159
0.956366077,0.1250,0.2182,1.0721,1.101
0.972140231,0.1414,0.1847,1.0359,1.062
0.981634077,0.1910,0.1053,1.0315,1.054
0.98637477,0.1922,0.0880,1.0538,1.075
0.988927924,0.1912,0.0859,1.0620,1.083
0.993201539,0.1851,0.0855,1.0699,1.089
0.996820924,0.1800,0.0867,1.0848,1.103
1.00171877,0.1761,0.0838,1.0988,1.116
1.004543077,0.1698,0.0847,1.1000,1.116
1.010091077,0.1617,0.0894,1.1025,1.118
1.01433877,0.1407,0.0926,1.0981,1.111
1.017308847,0.1331,0.0945,1.0921,1.104
1.019911616,0.1253,0.1004,1.0875,1.099
1.024523616,0.1067,0.1136,1.0709,1.082
1.027519616,0.0952,0.1162,1.0601,1.071
1.032252616,0.0759,0.1236,1.0342,1.044
1.037135616,0.0591,0.1353,1.0063,1.017
1.039824308,0.0532,0.1385,0.9888,1.000
1.043393154,0.0456,0.1400,0.9748,0.986
1.047236847,0.0329,0.1446,0.9416,0.953
1.049814693,0.0272,0.1497,0.9252,0.938
1.052363693,0.0223,0.1546,0.9082,0.921
1.057132308,0.0124,0.1595,0.8693,0.884
1.065167924,0.0102,0.1588,0.8480,0.863
1.068085847,0.0062,0.1610,0.8327,0.848
1.072452539,0.0006,0.1651,0.7649,0.783
1.07946677,-0.0037,0.1681,0.7512,0.770
1.098589231,-0.0039,0.1642,0.7114,0.730
1.102912539,-0.0200,0.1673,0.6332,0.655
1.107680308,-0.0242,0.1717,0.6293,0.653
1.110486154,-0.0232,0.1730,0.6251,0.649
1.115252308,-0.0230,0.1781,0.6214,0.647
1.117752847,-0.0264,0.1815,0.6165,0.643
1.120410385,-0.0264,0.1869,0.6188,0.647
1.123063077,-0.0277,0.1877,0.6170,0.646
1.126641462,-0.0313,0.1896,0.6153,0.645
1.130213231,-0.0354,0.1986,0.6190,0.651
1.133032,-0.0359,0.2043,0.6230,0.657
1.135745231,-0.0357,0.2084,0.6274,0.662
1.140419693,-0.0410,0.2182,0.6298,0.668
1.143607693,-0.0398,0.2226,0.6335,0.673
1.148843693,-0.0408,0.2280,0.6278,0.669
1.15274577,-0.0386,0.2323,0.6263,0.669
1.155660231,-0.0337,0.2348,0.6288,0.672
1.168564924,-0.0242,0.2360,0.6283,0.672
1.172744539,-0.0142,0.2458,0.6207,0.668
1.186816539,-0.0142,0.2527,0.6221,0.672
1.19052977,-0.0252,0.3045,0.6356,0.705
1.195684,-0.0340,0.3184,0.6400,0.716
1.200459385,-0.0540,0.3506,0.6554,0.745
1.202978462,-0.0564,0.3578,0.6642,0.757
1.205581847,-0.0613,0.3680,0.6689,0.766
1.20972277,-0.0645,0.3755,0.6784,0.778
1.213167077,-0.0660,0.3930,0.7029,0.808
1.21795777,-0.0672,0.4030,0.7278,0.835
1.220466385,-0.0687,0.4070,0.7421,0.849
1.223065539,-0.0660,0.4095,0.7551,0.862
1.225844924,-0.0636,0.4140,0.7681,0.875
1.228391616,-0.0601,0.4184,0.7764,0.884
1.233111,-0.0508,0.4188,0.8043,0.908
1.235853462,-0.0457,0.4191,0.8145,0.917
1.240772,-0.0296,0.4181,0.8374,0.936
1.243570154,-0.0232,0.4147,0.8441,0.941
1.248312847,-0.0151,0.4144,0.8546,0.950
1.250959693,-0.0137,0.4130,0.8600,0.954
1.253653462,-0.0105,0.4112,0.8639,0.957
1.262978154,-0.0070,0.4086,0.8758,0.966
1.271387,-0.0149,0.4212,0.8971,0.991
1.282114077,-0.0373,0.4396,0.9389,1.037
1.299108,-0.0620,0.4545,0.9567,1.061
1.305198693,-0.0790,0.4640,0.9785,1.086
1.30938277,-0.1073,0.4992,1.0725,1.188
1.312028539,-0.1068,0.5009,1.0811,1.196
1.316450385,-0.1021,0.4931,1.0976,1.208
1.319216924,-0.1007,0.4924,1.1019,1.211
1.323993539,-0.0921,0.4909,1.1170,1.224
1.326537154,-0.0872,0.4904,1.1254,1.231
1.329169847,-0.0834,0.4883,1.1322,1.236
1.33402977,-0.0726,0.4872,1.1479,1.249
1.336675924,-0.0675,0.4860,1.1582,1.258
1.342377231,-0.0528,0.4790,1.1801,1.275
1.346597539,-0.0438,0.4741,1.2183,1.308
1.349260924,-0.0396,0.4718,1.2381,1.326
1.354196539,-0.0347,0.4648,1.2845,1.366
1.35677777,-0.0342,0.4667,1.3062,1.388
1.363361154,-0.0435,0.4689,1.3234,1.405
1.371420924,-0.0983,0.5009,1.3737,1.465
1.382362693,-0.1666,0.5517,1.4131,1.526
1.389593154,-0.1474,0.5388,1.4357,1.541
1.392463077,-0.0870,0.4545,1.4262,1.499
1.39703077,-0.0435,0.3902,1.4131,1.467
1.399621847,-0.0232,0.3592,1.4028,1.448
1.405120308,0.0165,0.3054,1.3979,1.431
1.409972539,0.0381,0.2646,1.3957,1.421
1.414703616,0.0458,0.2436,1.4084,1.430
1.417350077,0.0417,0.2367,1.4152,1.435
1.419954693,0.0329,0.2355,1.4213,1.441
1.426230385,0.0070,0.2475,1.4429,1.464
1.429916539,-0.0230,0.2583,1.4560,1.479
1.432408308,-0.0379,0.2641,1.4621,1.486
1.434922154,-0.0550,0.2697,1.4670,1.493
1.440072,-0.0874,0.2688,1.4676,1.495
1.445005539,-0.1190,0.2665,1.4548,1.484
1.447614154,-0.1337,0.2676,1.4416,1.472
1.450132231,-0.1505,0.2665,1.4257,1.458
1.455190154,-0.1838,0.2653,1.3868,1.424
1.462443924,-0.2006,0.2656,1.3683,1.408
1.465327,-0.2417,0.2749,1.3074,1.358
1.467839077,-0.2514,0.2783,1.2838,1.337
1.472849462,-0.2593,0.2873,1.2361,1.295
1.485915693,-0.2595,0.2915,1.2132,1.274
1.495732616,-0.2468,0.2895,1.1513,1.213
1.498686462,-0.1669,0.2685,1.0956,1.140
1.502969539,-0.1046,0.2460,1.0890,1.121
1.505707924,-0.0887,0.2429,1.0927,1.123
1.509276847,-0.0733,0.2404,1.0944,1.123
1.513156924,-0.0438,0.2390,1.1100,1.136
1.51585877,-0.0330,0.2390,1.1188,1.144
1.520750154,-0.0171,0.2411,1.1342,1.160
1.523285231,-0.0122,0.2409,1.1428,1.168
1.526099924,-0.0058,0.2397,1.1501,1.175
1.530732616,0.0016,0.2321,1.1596,1.183
1.533480308,0.0041,0.2282,1.1596,1.182
1.53657777,0.0104,0.2201,1.1584,1.179
1.540886462,0.0160,0.1994,1.1503,1.168
1.545841462,0.0173,0.1845,1.1359,1.151
1.550818693,0.0197,0.1619,1.1151,1.127
1.553388308,0.0170,0.1573,1.1021,1.113
1.556594693,0.0143,0.1532,1.0848,1.096
1.562159077,0.0121,0.1476,1.0674,1.078
1.565975077,0.0021,0.1425,1.0147,1.025
1.568566385,-0.0037,0.1407,0.9966,1.007
1.571242077,-0.0054,0.1407,0.9800,0.990
1.57542177,-0.0068,0.1388,0.9621,0.972
1.581744847,-0.0081,0.1414,0.9438,0.954
1.586301462,-0.0196,0.1470,0.8683,0.881
1.588852231,-0.0193,0.1470,0.8458,0.859
1.592426462,-0.0186,0.1453,0.8282,0.841
1.596444,-0.0186,0.1437,0.7935,0.807
1.599019077,-0.0163,0.1465,0.7747,0.789
1.604297462,-0.0142,0.1461,0.7402,0.755
1.609080616,-0.0110,0.1478,0.7123,0.728
1.612123385,-0.0093,0.1486,0.6953,0.711
1.616655693,-0.0088,0.1474,0.6720,0.688
1.621545539,-0.0049,0.1512,0.6479,0.665
1.624134693,-0.0039,0.1530,0.6363,0.654
1.629291616,0.0001,0.1534,0.6221,0.641
1.634271308,0.0026,0.1551,0.6065,0.626
1.636827077,0.0055,0.1566,0.6019,0.622
1.639414462,0.0075,0.1583,0.5985,0.619
1.642836231,0.0094,0.1593,0.5934,0.614
1.646815,0.0134,0.1671,0.5855,0.609
1.649499693,0.0158,0.1740,0.5799,0.606
1.65215077,0.0176,0.1786,0.5772,0.604
1.65788677,0.0265,0.1938,0.5631,0.596
1.666314077,0.0263,0.2043,0.5569,0.594
1.669731,0.0419,0.2360,0.5447,0.595
1.672633231,0.0478,0.2426,0.5417,0.596
1.69925777,0.0522,0.2495,0.5359,0.593
1.709049462,0.0586,0.3049,0.5091,0.596
1.71698577,0.0857,0.3489,0.6424,0.736
1.720104847,0.0933,0.3413,0.6962,0.781
1.722748847,0.0950,0.3401,0.7185,0.801
1.726506154,0.0933,0.3350,0.7419,0.819
1.730347693,0.0864,0.3318,0.7712,0.844
1.735662385,0.0675,0.3345,0.7966,0.867
1.740392308,0.0439,0.3359,0.8167,0.884
1.744819616,0.0304,0.3371,0.8211,0.888
1.748121539,0.0048,0.3443,0.8257,0.895
1.753478462,-0.0303,0.3536,0.8260,0.899
1.758549154,-0.0623,0.3599,0.8185,0.896
1.766606154,-0.0753,0.3597,0.8150,0.894
1.771477539,-0.1039,0.3680,0.7947,0.882
1.775449462,-0.1056,0.3660,0.7922,0.879
1.79281877,-0.1039,0.3665,0.7864,0.874
1.799404539,-0.0457,0.3827,0.8197,0.906
1.803685539,-0.0095,0.3846,0.8641,0.946
1.806948847,0.0031,0.3848,0.8783,0.959
1.811443,0.0227,0.3832,0.9110,0.989
1.816168616,0.0383,0.3921,0.9585,1.036
1.818834077,0.0481,0.3975,0.9807,1.059
1.821550077,0.0561,0.4037,1.0042,1.084
1.829397539,0.0647,0.4161,1.0464,1.128
1.833785847,0.0607,0.4352,1.1117,1.195
1.836338077,0.0591,0.4391,1.1307,1.214
1.83908577,0.0561,0.4431,1.1447,1.229
1.843867385,0.0522,0.4506,1.1542,1.240
1.847816539,0.0417,0.4611,1.1669,1.255
1.851758154,0.0288,0.4606,1.1689,1.257
1.856460308,0.0229,0.4559,1.1671,1.253
1.864725847,0.0192,0.4518,1.1613,1.246
1.87143877,0.0055,0.4286,1.1273,1.206
1.874092924,0.0038,0.4208,1.1186,1.195
1.891801847,0.0060,0.4163,1.1175,1.193
1.898391616,0.0097,0.4163,1.1319,1.206
1.901656924,-0.0247,0.4955,1.2693,1.363
1.904160924,-0.0352,0.5186,1.2971,1.397
1.910892847,-0.0435,0.5554,1.3463,1.457
1.914252539,-0.0208,0.5606,1.3905,1.499
1.916667077,-0.0024,0.5528,1.4079,1.512
1.919291616,0.0207,0.5368,1.4257,1.524
1.922331924,0.0468,0.5097,1.4362,1.525
1.928004308,0.0991,0.4559,1.4499,1.523
1.932202154,0.1463,0.4076,1.4553,1.518
1.9377,0.1786,0.3662,1.4639,1.520
1.945163308,0.1898,0.3345,1.4676,1.517
1.949739693,0.1917,0.3152,1.4781,1.523
1.954467308,0.1851,0.2979,1.4837,1.525
1.957748924,0.1815,0.2961,1.4886,1.529
1.964717154,0.1779,0.2883,1.4898,1.528
1.969652847,0.1698,0.2529,1.4956,1.526
1.975383308,0.1642,0.2465,1.4942,1.523
1.990565231,0.1470,0.2358,1.4821,1.508
1.997790154,0.0761,0.2380,1.4480,1.469
2.000484308,0.0478,0.2460,1.4108,1.433
2.005444924,0.0381,0.2502,1.3824,1.405
2.011325462,0.0346,0.2495,1.3390,1.362
2.015065847,0.0363,0.2451,1.2938,1.317
2.017635308,0.0385,0.2406,1.2708,1.294
2.020181847,0.0427,0.2397,1.2451,1.269
2.022797539,0.0439,0.2348,1.2197,1.243
2.027678154,0.0502,0.2273,1.1958,1.218
2.030344,0.0642,0.2103,1.1484,1.169
2.035566693,0.0784,0.1979,1.1081,1.128
2.040291,0.0901,0.1824,1.0704,1.090
2.044681462,0.0979,0.1735,1.0469,1.066
2.048054154,0.1096,0.1627,1.0149,1.034
2.050605154,0.1123,0.1563,0.9993,1.018
2.053250462,0.1169,0.1517,0.9841,1.003
2.055819,0.1197,0.1478,0.9770,0.995
2.064868539,0.1204,0.1437,0.9665,0.985
2.068329539,0.1167,0.1356,0.9301,0.947
2.072113847,0.1155,0.1376,0.9233,0.941
2.075468924,0.1150,0.1363,0.9179,0.935
2.090148539,0.1020,0.1397,0.9049,0.921
2.09906577,0.0913,0.1461,0.8884,0.905
2.105271616,0.0838,0.1546,0.8751,0.893
2.110357539,0.0312,0.1754,0.8062,0.826
2.113576539,0.0227,0.1861,0.7884,0.810
2.118378462,0.0173,0.1930,0.7659,0.790
2.121244539,0.0143,0.1954,0.7556,0.781
2.126860847,0.0131,0.1954,0.7344,0.760
2.130982462,0.0124,0.1962,0.7109,0.738
2.133620847,0.0139,0.1945,0.7036,0.730
2.138786462,0.0158,0.1824,0.6831,0.707
2.141544924,0.0185,0.1820,0.6747,0.699
2.144867385,0.0190,0.1803,0.6691,0.693
2.14887477,0.0139,0.1764,0.6593,0.683
2.153926693,0.0097,0.1774,0.6476,0.671
2.15651477,0.0062,0.1779,0.6400,0.664
2.164639693,0.0011,0.1786,0.6405,0.665
2.170947385,-0.0163,0.1913,0.6319,0.660
2.17543877,-0.0247,0.2015,0.6293,0.661
2.193837154,-0.0247,0.2022,0.6290,0.661
2.201422385,-0.0391,0.2218,0.6230,0.662
2.204705154,-0.0396,0.2329,0.6266,0.670
2.210442077,-0.0396,0.2402,0.6344,0.679
2.214309231,-0.0394,0.2475,0.6512,0.698
2.217257462,-0.0386,0.2529,0.6603,0.708
2.22219477,-0.0361,0.2583,0.6794,0.728
2.227963616,-0.0352,0.2637,0.6977,0.747
2.232355693,-0.0340,0.2649,0.7207,0.769
2.234940847,-0.0308,0.2656,0.7339,0.781
2.240103616,-0.0320,0.2726,0.7500,0.799
2.24511777,-0.0349,0.2768,0.7581,0.808
2.249764847,-0.0454,0.2910,0.7845,0.838
2.252503616,-0.0484,0.2949,0.7915,0.846
2.25754277,-0.0545,0.3023,0.8055,0.862
2.266715693,-0.0582,0.3061,0.8129,0.871
2.269768539,-0.0773,0.3340,0.8199,0.889
2.301211693,-0.0831,0.3399,0.8187,0.890
2.313043924,-0.0787,0.3580,0.8185,0.897
2.315396616,-0.0675,0.3631,0.8316,0.910
2.319948308,-0.0469,0.3707,0.8756,0.952
2.322847693,-0.0301,0.3736,0.9061,0.981
2.328968847,-0.0230,0.3748,0.9215,0.995
2.332999077,-0.0073,0.3727,0.9741,1.043
2.338120308,-0.0063,0.3816,1.0125,1.082
2.348371385,-0.0119,0.3853,1.0459,1.115
2.351173847,-0.0271,0.4002,1.0867,1.158
2.355119077,-0.0413,0.4070,1.1029,1.176
2.357895616,-0.0506,0.4093,1.1105,1.185
2.376040924,-0.0580,0.4112,1.1181,1.193
2.383340001,-0.1024,0.4119,1.1195,1.197
2.388627924,-0.1044,0.3951,1.1154,1.188
2.396015616,-0.1036,0.3897,1.1173,1.188
2.409820616,-0.0992,0.3907,1.1354,1.205
2.412837154,-0.0731,0.3895,1.2312,1.293
2.416326462,-0.0599,0.3851,1.2801,1.338
2.421439616,-0.0535,0.3825,1.3314,1.386
2.428620231,-0.0582,0.3968,1.3786,1.436
2.431484847,-0.0902,0.4394,1.4199,1.489
2.43597377,-0.1307,0.5046,1.4531,1.544
2.444311308,-0.1422,0.5613,1.4798,1.589
2.449761847,-0.0880,0.5701,1.4849,1.593
2.453600924,-0.0366,0.5310,1.4676,1.561
2.45644177,-0.0010,0.5121,1.4527,1.540
2.462216539,0.0344,0.4899,1.4350,1.517
2.466302077,0.1395,0.4244,1.3947,1.464
2.468967924,0.1653,0.4042,1.3877,1.455
2.471499308,0.1847,0.3872,1.3830,1.448
2.498373154,0.2164,0.3597,1.3798,1.442
2.506647077,0.1544,0.2737,1.4565,1.490
2.511583385,0.0898,0.2568,1.4690,1.494
2.514465231,0.0383,0.2529,1.4697,1.492
2.519356847,-0.0144,0.2539,1.4555,1.478
2.522239385,-0.0420,0.2568,1.4429,1.466
2.529156539,-0.0892,0.2592,1.4101,1.436
2.532139077,-0.1256,0.2639,1.3779,1.409
2.537115693,-0.1520,0.2683,1.3316,1.367
2.545150385,-0.1682,0.2705,1.2847,1.324
2.549769462,-0.1671,0.2712,1.2097,1.251
2.555300847,-0.1579,0.2719,1.1640,1.206
2.564542462,-0.1428,0.2778,1.1230,1.166
2.568449539,-0.1104,0.2790,1.0721,1.113
2.572319924,-0.0802,0.2709,1.0376,1.075
2.606278462,-0.0652,0.2646,1.0254,1.061
2.613971924,0.0075,0.1781,0.9469,0.964
2.618115077,-0.0002,0.1517,0.9311,0.943
2.622867693,-0.0142,0.1393,0.9138,0.924
2.62587477,-0.0176,0.1314,0.9066,0.916
2.630726385,-0.0291,0.1223,0.8900,0.899
2.635514077,-0.0417,0.1136,0.8686,0.877
2.640570154,-0.0550,0.1043,0.8488,0.857
2.643476616,-0.0567,0.1008,0.8353,0.843
2.648145462,-0.0601,0.0918,0.8052,0.813
2.650613539,-0.0596,0.0892,0.7918,0.799
2.655504308,-0.0571,0.0857,0.7693,0.776
2.664567308,-0.0510,0.0818,0.7542,0.760
2.667440001,-0.0452,0.0799,0.7402,0.746
2.670784539,-0.0259,0.0710,0.6969,0.701
2.675512308,-0.0208,0.0682,0.6852,0.689
2.691901462,-0.0188,0.0720,0.6613,0.666
2.701475924,-0.0119,0.0766,0.6412,0.646
2.705920231,-0.0083,0.0833,0.6225,0.628
2.70945377,-0.0058,0.1141,0.5620,0.574
2.713703924,-0.0119,0.1290,0.5501,0.565
2.71816577,-0.0225,0.1461,0.5398,0.560
2.721234693,-0.0264,0.1537,0.5349,0.557
2.726394462,-0.0293,0.1663,0.5352,0.561
2.729145847,-0.0310,0.1728,0.5352,0.563
2.733876616,-0.0359,0.1840,0.5361,0.568
2.738603077,-0.0382,0.1952,0.5349,0.571
2.742707693,-0.0364,0.1979,0.5354,0.572
2.746707385,-0.0328,0.2084,0.5479,0.587
2.751526154,-0.0240,0.2120,0.5555,0.595
2.756401539,-0.0105,0.2206,0.5643,0.606
2.764776847,-0.0042,0.2243,0.5731,0.615
2.767461539,0.0034,0.2253,0.5797,0.622
2.771928001,0.0207,0.2346,0.6129,0.657
2.779495077,0.0268,0.2385,0.6207,0.665
2.790537462,0.0300,0.2560,0.6486,0.698
2.799597462,0.0062,0.2993,0.6953,0.757
2.803940308,-0.0244,0.3348,0.7327,0.806
2.80657477,-0.0301,0.3462,0.7395,0.817
2.809204847,-0.0333,0.3548,0.7486,0.829
2.814398462,-0.0457,0.3744,0.7635,0.852
2.818808616,-0.0577,0.3872,0.7810,0.874
2.821583308,-0.0613,0.3921,0.7898,0.884
2.825824924,-0.0631,0.3956,0.7984,0.893
2.829500616,-0.0633,0.4017,0.8157,0.911
2.834590462,-0.0599,0.4093,0.8374,0.934
2.837399385,-0.0543,0.4115,0.8478,0.944
2.840239693,-0.0506,0.4137,0.8583,0.954
2.843076001,-0.0474,0.4117,0.8707,0.964
2.847104539,-0.0349,0.3995,0.9077,0.992
2.849868616,-0.0323,0.3986,0.9277,1.010
2.854503693,-0.0219,0.3919,0.9748,1.051
2.857205847,-0.0176,0.3902,0.9998,1.073
2.86522177,-0.0086,0.3858,1.0254,1.096
2.87190277,-0.0007,0.3825,1.0520,1.119
2.890415077,0.0085,0.3711,1.1538,1.212
2.90252277,-0.0007,0.3719,1.2041,1.260
2.905891001,-0.0520,0.4149,1.2671,1.334
2.909246385,-0.0522,0.4181,1.2701,1.338
2.912937539,-0.0464,0.4215,1.2835,1.352
2.917964231,-0.0459,0.4237,1.2901,1.359
2.920799693,-0.0442,0.4233,1.2928,1.361
2.925896308,-0.0484,0.4235,1.3029,1.371
2.930366693,-0.0531,0.4244,1.3221,1.390
2.933087077,-0.0571,0.4256,1.3319,1.399
2.935712539,-0.0587,0.4242,1.3432,1.410
2.93836577,-0.0587,0.4224,1.3549,1.420
2.943068231,-0.0557,0.4115,1.3820,1.443
2.946068231,-0.0520,0.4039,1.3969,1.455
2.950792616,-0.0462,0.3939,1.4353,1.489
2.956091616,-0.0345,0.3844,1.4805,1.530
2.964678462,-0.0313,0.3800,1.4968,1.545
2.968070693,-0.0550,0.4010,1.5541,1.606
2.973063385,-0.0729,0.4305,1.5714,1.631
3.006660539,-0.0741,0.4435,1.5734,1.636
